climate_category_id,year,scenario,category,main_id,source_id
CC-c1cc9f7c-2041_2070-ssp126-1,2041_2070,ssp126,,QC-MAIN-c1cc9f7c,https://doi.org/10.1038/s41597-023-02549-6
CC-c139de6d-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",NL-MAIN-c139de6d,https://doi.org/10.1038/s41597-023-02549-6
CC-842ba1b4-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",NL-MAIN-842ba1b4,https://doi.org/10.1038/s41597-023-02549-6
CC-ca488f19-2041_2070-ssp126-1,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer",YT-MAIN-ca488f19,https://doi.org/10.1038/s41597-023-02549-6
CC-70d629b4-2041_2070-ssp126-1,2041_2070,ssp126,"ET - Polar, tundra",YT-MAIN-70d629b4,https://doi.org/10.1038/s41597-023-02549-6
CC-efff21d3-2041_2070-ssp126-1,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer",BC-MAIN-efff21d3,https://doi.org/10.1038/s41597-023-02549-6
CC-0684a5d8-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",SK-MAIN-0684a5d8,https://doi.org/10.1038/s41597-023-02549-6
CC-f7fde5b4-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",MB-MAIN-f7fde5b4,https://doi.org/10.1038/s41597-023-02549-6
CC-ae473a4e-2041_2070-ssp126-1,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer",QC-MAIN-ae473a4e,https://doi.org/10.1038/s41597-023-02549-6
CC-7a11ae49-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",SK-MAIN-7a11ae49,https://doi.org/10.1038/s41597-023-02549-6
CC-ca9625ce-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",AB-MAIN-ca9625ce,https://doi.org/10.1038/s41597-023-02549-6
CC-b7cdf82c-2041_2070-ssp126-1,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer",NT-MAIN-b7cdf82c,https://doi.org/10.1038/s41597-023-02549-6
CC-d47616e5-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",ON-MAIN-d47616e5,https://doi.org/10.1038/s41597-023-02549-6
CC-e1641dfb-2041_2070-ssp126-1,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer",BC-MAIN-e1641dfb,https://doi.org/10.1038/s41597-023-02549-6
CC-c06904f0-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",ON-MAIN-c06904f0,https://doi.org/10.1038/s41597-023-02549-6
CC-64bbe7e6-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",ON-MAIN-64bbe7e6,https://doi.org/10.1038/s41597-023-02549-6
CC-22426144-2041_2070-ssp126-1,2041_2070,ssp126,"Dfa - Cold, no dry season, hot summer",QC-MAIN-22426144,https://doi.org/10.1038/s41597-023-02549-6
CC-0d5c2cae-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",MB-MAIN-0d5c2cae,https://doi.org/10.1038/s41597-023-02549-6
CC-92cdea80-2041_2070-ssp126-1,2041_2070,ssp126,"Dfa - Cold, no dry season, hot summer",ON-MAIN-92cdea80,https://doi.org/10.1038/s41597-023-02549-6
CC-bddeaef0-2041_2070-ssp126-1,2041_2070,ssp126,"Dfa - Cold, no dry season, hot summer",ON-MAIN-bddeaef0,https://doi.org/10.1038/s41597-023-02549-6
CC-b4ca1426-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",MB-MAIN-b4ca1426,https://doi.org/10.1038/s41597-023-02549-6
CC-21b6ab35-2041_2070-ssp126-1,2041_2070,ssp126,"Dfa - Cold, no dry season, hot summer",ON-MAIN-21b6ab35,https://doi.org/10.1038/s41597-023-02549-6
CC-de3d8b7b-2041_2070-ssp126-1,2041_2070,ssp126,"Dfa - Cold, no dry season, hot summer",QC-MAIN-de3d8b7b,https://doi.org/10.1038/s41597-023-02549-6
CC-529c96b4-2041_2070-ssp126-1,2041_2070,ssp126,"Dfa - Cold, no dry season, hot summer",QC-MAIN-529c96b4,https://doi.org/10.1038/s41597-023-02549-6
CC-206041d1-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",ON-MAIN-206041d1,https://doi.org/10.1038/s41597-023-02549-6
CC-abb3e1c7-2041_2070-ssp126-1,2041_2070,ssp126,"Dfa - Cold, no dry season, hot summer",QC-MAIN-abb3e1c7,https://doi.org/10.1038/s41597-023-02549-6
CC-30c1828c-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",QC-MAIN-30c1828c,https://doi.org/10.1038/s41597-023-02549-6
CC-f8313ebd-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",ON-MAIN-f8313ebd,https://doi.org/10.1038/s41597-023-02549-6
CC-fcb287a4-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",ON-MAIN-fcb287a4,https://doi.org/10.1038/s41597-023-02549-6
CC-319e04a8-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",ON-MAIN-319e04a8,https://doi.org/10.1038/s41597-023-02549-6
CC-a97821c0-2041_2070-ssp126-1,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer",QC-MAIN-a97821c0,https://doi.org/10.1038/s41597-023-02549-6
CC-ed85ac94-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",ON-MAIN-ed85ac94,https://doi.org/10.1038/s41597-023-02549-6
CC-40ce0593-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",ON-MAIN-40ce0593,https://doi.org/10.1038/s41597-023-02549-6
CC-4724f4ba-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",BC-MAIN-4724f4ba,https://doi.org/10.1038/s41597-023-02549-6
CC-956d050a-2041_2070-ssp126-1,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer",YT-MAIN-956d050a,https://doi.org/10.1038/s41597-023-02549-6
CC-97ee890f-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",ON-MAIN-97ee890f,https://doi.org/10.1038/s41597-023-02549-6
CC-27a90834-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",MB-MAIN-27a90834,https://doi.org/10.1038/s41597-023-02549-6
CC-fbe28fef-2041_2070-ssp126-1,2041_2070,ssp126,"BSk - Arid, steppe, cold",SK-MAIN-fbe28fef,https://doi.org/10.1038/s41597-023-02549-6
CC-b031959a-2041_2070-ssp126-1,2041_2070,ssp126,"Dsc - Cold, dry summer, cold summer",BC-MAIN-b031959a,https://doi.org/10.1038/s41597-023-02549-6
CC-b86f7d07-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",QC-MAIN-b86f7d07,https://doi.org/10.1038/s41597-023-02549-6
CC-44857446-2041_2070-ssp126-1,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer",YT-MAIN-44857446,https://doi.org/10.1038/s41597-023-02549-6
CC-c3105f43-2041_2070-ssp126-1,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer",YT-MAIN-c3105f43,https://doi.org/10.1038/s41597-023-02549-6
CC-fc6f1a44-2041_2070-ssp126-1,2041_2070,ssp126,"Dfa - Cold, no dry season, hot summer",ON-MAIN-fc6f1a44,https://doi.org/10.1038/s41597-023-02549-6
CC-e2e67f8f-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",MB-MAIN-e2e67f8f,https://doi.org/10.1038/s41597-023-02549-6
CC-599152a0-2041_2070-ssp126-1,2041_2070,ssp126,"Dsb - Cold, dry summer, warm summer",BC-MAIN-599152a0,https://doi.org/10.1038/s41597-023-02549-6
CC-be5b3dc8-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",MB-MAIN-be5b3dc8,https://doi.org/10.1038/s41597-023-02549-6
CC-da0b5c3d-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",MB-MAIN-da0b5c3d,https://doi.org/10.1038/s41597-023-02549-6
CC-c0684566-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",MB-MAIN-c0684566,https://doi.org/10.1038/s41597-023-02549-6
CC-0898e255-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",MB-MAIN-0898e255,https://doi.org/10.1038/s41597-023-02549-6
CC-854abe09-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",MB-MAIN-854abe09,https://doi.org/10.1038/s41597-023-02549-6
CC-1a82a1b7-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",MB-MAIN-1a82a1b7,https://doi.org/10.1038/s41597-023-02549-6
CC-b5b81ee3-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",MB-MAIN-b5b81ee3,https://doi.org/10.1038/s41597-023-02549-6
CC-02884fb5-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",QC-MAIN-02884fb5,https://doi.org/10.1038/s41597-023-02549-6
CC-a3c56a83-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",ON-MAIN-a3c56a83,https://doi.org/10.1038/s41597-023-02549-6
CC-3f490561-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",BC-MAIN-3f490561,https://doi.org/10.1038/s41597-023-02549-6
CC-586679b9-2041_2070-ssp126-1,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer",QC-MAIN-586679b9,https://doi.org/10.1038/s41597-023-02549-6
CC-dd723db4-2041_2070-ssp126-1,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer",NL-MAIN-dd723db4,https://doi.org/10.1038/s41597-023-02549-6
CC-7001a391-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",ON-MAIN-7001a391,https://doi.org/10.1038/s41597-023-02549-6
CC-9a34108c-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",ON-MAIN-9a34108c,https://doi.org/10.1038/s41597-023-02549-6
CC-6bd6cc80-2041_2070-ssp126-1,2041_2070,ssp126,"Dfa - Cold, no dry season, hot summer",ON-MAIN-6bd6cc80,https://doi.org/10.1038/s41597-023-02549-6
CC-a832fb0a-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",MB-MAIN-a832fb0a,https://doi.org/10.1038/s41597-023-02549-6
CC-12730593-2041_2070-ssp126-1,2041_2070,ssp126,"Dsc - Cold, dry summer, cold summer",BC-MAIN-12730593,https://doi.org/10.1038/s41597-023-02549-6
CC-575c5e66-2041_2070-ssp126-1,2041_2070,ssp126,"Dfa - Cold, no dry season, hot summer",ON-MAIN-575c5e66,https://doi.org/10.1038/s41597-023-02549-6
CC-6b998583-2041_2070-ssp126-1,2041_2070,ssp126,"Dfa - Cold, no dry season, hot summer",ON-MAIN-6b998583,https://doi.org/10.1038/s41597-023-02549-6
CC-0414a373-2041_2070-ssp126-1,2041_2070,ssp126,"Dfa - Cold, no dry season, hot summer",QC-MAIN-0414a373,https://doi.org/10.1038/s41597-023-02549-6
CC-35d0dc71-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",AB-MAIN-35d0dc71,https://doi.org/10.1038/s41597-023-02549-6
CC-a2c6775d-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",QC-MAIN-a2c6775d,https://doi.org/10.1038/s41597-023-02549-6
CC-b1d981ca-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",ON-MAIN-b1d981ca,https://doi.org/10.1038/s41597-023-02549-6
CC-54b7e152-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",ON-MAIN-54b7e152,https://doi.org/10.1038/s41597-023-02549-6
CC-aa793d35-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",QC-MAIN-aa793d35,https://doi.org/10.1038/s41597-023-02549-6
CC-649d2873-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",QC-MAIN-649d2873,https://doi.org/10.1038/s41597-023-02549-6
CC-a555d9b9-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",QC-MAIN-a555d9b9,https://doi.org/10.1038/s41597-023-02549-6
CC-c1e4dee0-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",NB-MAIN-c1e4dee0,https://doi.org/10.1038/s41597-023-02549-6
CC-f021107e-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",NL-MAIN-f021107e,https://doi.org/10.1038/s41597-023-02549-6
CC-615ebdb4-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",QC-MAIN-615ebdb4,https://doi.org/10.1038/s41597-023-02549-6
CC-470b504b-2041_2070-ssp126-1,2041_2070,ssp126,"Dfa - Cold, no dry season, hot summer",ON-MAIN-470b504b,https://doi.org/10.1038/s41597-023-02549-6
CC-4e0734b5-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",ON-MAIN-4e0734b5,https://doi.org/10.1038/s41597-023-02549-6
CC-237d67c1-2041_2070-ssp126-1,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer",QC-MAIN-237d67c1,https://doi.org/10.1038/s41597-023-02549-6
CC-c7247100-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",BC-MAIN-c7247100,https://doi.org/10.1038/s41597-023-02549-6
CC-752fbcae-2041_2070-ssp126-1,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer",YT-MAIN-752fbcae,https://doi.org/10.1038/s41597-023-02549-6
CC-8e62bfbc-2041_2070-ssp126-1,2041_2070,ssp126,"Dsc - Cold, dry summer, cold summer",NU-MAIN-8e62bfbc,https://doi.org/10.1038/s41597-023-02549-6
CC-1ef8af2c-2041_2070-ssp126-1,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer",NU-MAIN-1ef8af2c,https://doi.org/10.1038/s41597-023-02549-6
CC-eb73fd68-2041_2070-ssp126-1,2041_2070,ssp126,"Dfa - Cold, no dry season, hot summer",QC-MAIN-eb73fd68,https://doi.org/10.1038/s41597-023-02549-6
CC-9d41d417-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",QC-MAIN-9d41d417,https://doi.org/10.1038/s41597-023-02549-6
CC-2bb07cd3-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",ON-MAIN-2bb07cd3,https://doi.org/10.1038/s41597-023-02549-6
CC-aa76f6f2-2041_2070-ssp126-1,2041_2070,ssp126,"BSk - Arid, steppe, cold",BC-MAIN-aa76f6f2,https://doi.org/10.1038/s41597-023-02549-6
CC-0aadf28f-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",ON-MAIN-0aadf28f,https://doi.org/10.1038/s41597-023-02549-6
CC-1c674cd0-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",ON-MAIN-1c674cd0,https://doi.org/10.1038/s41597-023-02549-6
CC-857b7b89-2041_2070-ssp126-1,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer",BC-MAIN-857b7b89,https://doi.org/10.1038/s41597-023-02549-6
CC-c720b195-2041_2070-ssp126-1,2041_2070,ssp126,"Dsc - Cold, dry summer, cold summer",BC-MAIN-c720b195,https://doi.org/10.1038/s41597-023-02549-6
CC-8629a493-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",ON-MAIN-8629a493,https://doi.org/10.1038/s41597-023-02549-6
CC-538513cd-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",ON-MAIN-538513cd,https://doi.org/10.1038/s41597-023-02549-6
CC-fefeaee4-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",ON-MAIN-fefeaee4,https://doi.org/10.1038/s41597-023-02549-6
CC-3b3e5365-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",ON-MAIN-3b3e5365,https://doi.org/10.1038/s41597-023-02549-6
CC-8eb8be0d-2041_2070-ssp126-1,2041_2070,ssp126,"Dsc - Cold, dry summer, cold summer",BC-MAIN-8eb8be0d,https://doi.org/10.1038/s41597-023-02549-6
CC-6dc537e6-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",QC-MAIN-6dc537e6,https://doi.org/10.1038/s41597-023-02549-6
CC-b4655afb-2041_2070-ssp126-1,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer",BC-MAIN-b4655afb,https://doi.org/10.1038/s41597-023-02549-6
CC-3012889c-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",SK-MAIN-3012889c,https://doi.org/10.1038/s41597-023-02549-6
CC-1910d1c3-2041_2070-ssp126-1,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer",YT-MAIN-1910d1c3,https://doi.org/10.1038/s41597-023-02549-6
CC-288718a6-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",QC-MAIN-288718a6,https://doi.org/10.1038/s41597-023-02549-6
CC-f58cc895-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",NB-MAIN-f58cc895,https://doi.org/10.1038/s41597-023-02549-6
CC-8b86d975-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",ON-MAIN-8b86d975,https://doi.org/10.1038/s41597-023-02549-6
CC-6fbdcf4c-2041_2070-ssp126-1,2041_2070,ssp126,"Cfb - Temperate, no dry season, warm summer",BC-MAIN-6fbdcf4c,https://doi.org/10.1038/s41597-023-02549-6
CC-265a57f6-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",BC-MAIN-265a57f6,https://doi.org/10.1038/s41597-023-02549-6
CC-b3681e03-2041_2070-ssp126-1,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer",NT-MAIN-b3681e03,https://doi.org/10.1038/s41597-023-02549-6
CC-d6748d40-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",QC-MAIN-d6748d40,https://doi.org/10.1038/s41597-023-02549-6
CC-69bb36c1-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",QC-MAIN-69bb36c1,https://doi.org/10.1038/s41597-023-02549-6
CC-60ba74c4-2041_2070-ssp126-1,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer",SK-MAIN-60ba74c4,https://doi.org/10.1038/s41597-023-02549-6
CC-b99d4cb2-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",NT-MAIN-b99d4cb2,https://doi.org/10.1038/s41597-023-02549-6
CC-a498ddc6-2041_2070-ssp126-1,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer",NL-MAIN-a498ddc6,https://doi.org/10.1038/s41597-023-02549-6
CC-bfbcd72e-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",ON-MAIN-bfbcd72e,https://doi.org/10.1038/s41597-023-02549-6
CC-f3e6ff08-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",ON-MAIN-f3e6ff08,https://doi.org/10.1038/s41597-023-02549-6
CC-3aa117d8-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",QC-MAIN-3aa117d8,https://doi.org/10.1038/s41597-023-02549-6
CC-c1c7eb99-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",QC-MAIN-c1c7eb99,https://doi.org/10.1038/s41597-023-02549-6
CC-01c1e81f-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",QC-MAIN-01c1e81f,https://doi.org/10.1038/s41597-023-02549-6
CC-eb47f7c7-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",BC-MAIN-eb47f7c7,https://doi.org/10.1038/s41597-023-02549-6
CC-c0e3a48b-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",QC-MAIN-c0e3a48b,https://doi.org/10.1038/s41597-023-02549-6
CC-92628f16-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",QC-MAIN-92628f16,https://doi.org/10.1038/s41597-023-02549-6
CC-8d6616b4-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",QC-MAIN-8d6616b4,https://doi.org/10.1038/s41597-023-02549-6
CC-0ec39ce0-2041_2070-ssp126-1,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer",NT-MAIN-0ec39ce0,https://doi.org/10.1038/s41597-023-02549-6
CC-e82266c5-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",QC-MAIN-e82266c5,https://doi.org/10.1038/s41597-023-02549-6
CC-11c40b1f-2041_2070-ssp126-1,2041_2070,ssp126,"Dfa - Cold, no dry season, hot summer",QC-MAIN-11c40b1f,https://doi.org/10.1038/s41597-023-02549-6
CC-3e146840-2041_2070-ssp126-1,2041_2070,ssp126,"Dfa - Cold, no dry season, hot summer",QC-MAIN-3e146840,https://doi.org/10.1038/s41597-023-02549-6
CC-7b3b4c8b-2041_2070-ssp126-1,2041_2070,ssp126,"Dfa - Cold, no dry season, hot summer",QC-MAIN-7b3b4c8b,https://doi.org/10.1038/s41597-023-02549-6
CC-eda110b0-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",ON-MAIN-eda110b0,https://doi.org/10.1038/s41597-023-02549-6
CC-73ce66b5-2041_2070-ssp126-1,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer",YT-MAIN-73ce66b5,https://doi.org/10.1038/s41597-023-02549-6
CC-116ae608-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",BC-MAIN-116ae608,https://doi.org/10.1038/s41597-023-02549-6
CC-dca9cce7-2041_2070-ssp126-1,2041_2070,ssp126,"Dfa - Cold, no dry season, hot summer",ON-MAIN-dca9cce7,https://doi.org/10.1038/s41597-023-02549-6
CC-d5c9124e-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",SK-MAIN-d5c9124e,https://doi.org/10.1038/s41597-023-02549-6
CC-c4fb59c2-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",QC-MAIN-c4fb59c2,https://doi.org/10.1038/s41597-023-02549-6
CC-1186a6d0-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",QC-MAIN-1186a6d0,https://doi.org/10.1038/s41597-023-02549-6
CC-dc1a16f9-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",QC-MAIN-dc1a16f9,https://doi.org/10.1038/s41597-023-02549-6
CC-b7591127-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",BC-MAIN-b7591127,https://doi.org/10.1038/s41597-023-02549-6
CC-4959ea63-2041_2070-ssp126-1,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer",BC-MAIN-4959ea63,https://doi.org/10.1038/s41597-023-02549-6
CC-03a159d7-2041_2070-ssp126-1,2041_2070,ssp126,"Dsc - Cold, dry summer, cold summer",YT-MAIN-03a159d7,https://doi.org/10.1038/s41597-023-02549-6
CC-d3a4aba9-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",AB-MAIN-d3a4aba9,https://doi.org/10.1038/s41597-023-02549-6
CC-f4fc3276-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",ON-MAIN-f4fc3276,https://doi.org/10.1038/s41597-023-02549-6
CC-915d9faa-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",MB-MAIN-915d9faa,https://doi.org/10.1038/s41597-023-02549-6
CC-b1fe389a-2041_2070-ssp126-1,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer",BC-MAIN-b1fe389a,https://doi.org/10.1038/s41597-023-02549-6
CC-1d2f31f9-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",QC-MAIN-1d2f31f9,https://doi.org/10.1038/s41597-023-02549-6
CC-bb23d8a6-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",NL-MAIN-bb23d8a6,https://doi.org/10.1038/s41597-023-02549-6
CC-22ce14be-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",SK-MAIN-22ce14be,https://doi.org/10.1038/s41597-023-02549-6
CC-29afbdb5-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",SK-MAIN-29afbdb5,https://doi.org/10.1038/s41597-023-02549-6
CC-c9c77a59-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",NS-MAIN-c9c77a59,https://doi.org/10.1038/s41597-023-02549-6
CC-020a683c-2041_2070-ssp126-1,2041_2070,ssp126,"Dfa - Cold, no dry season, hot summer",ON-MAIN-020a683c,https://doi.org/10.1038/s41597-023-02549-6
CC-b2e5c9bb-2041_2070-ssp126-1,2041_2070,ssp126,"Dfa - Cold, no dry season, hot summer",ON-MAIN-b2e5c9bb,https://doi.org/10.1038/s41597-023-02549-6
CC-3032c251-2041_2070-ssp126-1,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer",QC-MAIN-3032c251,https://doi.org/10.1038/s41597-023-02549-6
CC-b5937543-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",QC-MAIN-b5937543,https://doi.org/10.1038/s41597-023-02549-6
CC-64595b02-2041_2070-ssp126-1,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer",QC-MAIN-64595b02,https://doi.org/10.1038/s41597-023-02549-6
CC-a505d25d-2041_2070-ssp126-1,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer",BC-MAIN-a505d25d,https://doi.org/10.1038/s41597-023-02549-6
CC-c5d1b42d-2041_2070-ssp126-1,2041_2070,ssp126,"ET - Polar, tundra",BC-MAIN-c5d1b42d,https://doi.org/10.1038/s41597-023-02549-6
CC-6a26086e-2041_2070-ssp126-1,2041_2070,ssp126,"Dfa - Cold, no dry season, hot summer",QC-MAIN-6a26086e,https://doi.org/10.1038/s41597-023-02549-6
CC-b64bae7a-2041_2070-ssp126-1,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer",NL-MAIN-b64bae7a,https://doi.org/10.1038/s41597-023-02549-6
