protected_area_id,land_name,land_type,distance_km,main_id,source_id
99836_A,SYDNEY INLET PARK,A - Park,49.338,BC-MAIN-23155c25,https://www.protectedplanet.net
99837,TRANQUIL CREEK PARK,A - Park,27.968,BC-MAIN-23155c25,https://www.protectedplanet.net
100285,STEIN VALLEY NLAKA'PAMUX HERITAGE PARK,A - Park,47.323,BC-MAIN-bf503b6b,https://www.protectedplanet.net
100696,Edgar T. Jones Natural Area,Natural Area,33.454,AB-MAIN-9fed34a8,https://www.protectedplanet.net
100696,Edgar T. Jones Natural Area,Natural Area,47.252,AB-MAIN-ca9625ce,https://www.protectedplanet.net
100696,Edgar T. Jones Natural Area,Natural Area,38.245,AB-MAIN-d3a4aba9,https://www.protectedplanet.net
100699,Hastings Lake Islands Natural Area,Natural Area,30.172,AB-MAIN-9fed34a8,https://www.protectedplanet.net
100699,Hastings Lake Islands Natural Area,Natural Area,47.844,AB-MAIN-ca9625ce,https://www.protectedplanet.net
100699,Hastings Lake Islands Natural Area,Natural Area,37.283,AB-MAIN-d3a4aba9,https://www.protectedplanet.net
100713,Elbow-Sheep Wildland Provincial Park,Wildland Provincial Park,41.071,AB-MAIN-8434dce0,https://www.protectedplanet.net
101415,COMOX LAKE BLUFFS ECOLOGICAL RESERVE,Ecological Reserve,34.708,BC-MAIN-23155c25,https://www.protectedplanet.net
101420,MISTY LAKE ECOLOGICAL RESERVE,Ecological Reserve,41.877,BC-MAIN-6fbdcf4c,https://www.protectedplanet.net
101546,Louis-Ovide-Brunet Ecological Reserve,Réserve écologique,43.694,QC-MAIN-3aa117d8,https://www.protectedplanet.net
101548,Proposed Matamec (partie nord) Ecological Reserve,Réserve écologique projetée,31.903,QC-MAIN-8d6616b4,https://www.protectedplanet.net
101549,Pointe Platon Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,6.999,QC-MAIN-eac5a52b,https://www.protectedplanet.net
101598_A,MUQQIWN/BROOKS PENINSULA PARK,A - Park,47.417,BC-MAIN-6fbdcf4c,https://www.protectedplanet.net
101598_B,MUQQIWN/BROOKS PENINSULA PARK,A - Park,48.379,BC-MAIN-6fbdcf4c,https://www.protectedplanet.net
101640_A,EPPER PASSAGE PARK,A - Park,46.433,BC-MAIN-23155c25,https://www.protectedplanet.net
101640_B,EPPER PASSAGE PARK,A - Park,45.545,BC-MAIN-23155c25,https://www.protectedplanet.net
101643,GLADSTONE PARK,A - Park,20.802,BC-MAIN-eba3e309,https://www.protectedplanet.net
101643,GLADSTONE PARK,A - Park,33.005,BC-MAIN-3bb6b7cd,https://www.protectedplanet.net
101643,GLADSTONE PARK,A - Park,23.085,BC-MAIN-feb13c30,https://www.protectedplanet.net
101645_B,GOD'S POCKET MARINE PARK,A - Park,24.035,BC-MAIN-6fbdcf4c,https://www.protectedplanet.net
101645_A,GOD'S POCKET MARINE PARK,A - Park,25.24,BC-MAIN-6fbdcf4c,https://www.protectedplanet.net
101659_A,MARBLE RIVER PARK,A - Park,23.597,BC-MAIN-6fbdcf4c,https://www.protectedplanet.net
101659_B,MARBLE RIVER PARK,A - Park,23.601,BC-MAIN-6fbdcf4c,https://www.protectedplanet.net
101666_A,QUATSINO PARK,A - Park,19.707,BC-MAIN-6fbdcf4c,https://www.protectedplanet.net
101666_B,QUATSINO PARK,A - Park,18.583,BC-MAIN-6fbdcf4c,https://www.protectedplanet.net
101669_A,SULPHUR PASSAGE PARK,A - Park,35.971,BC-MAIN-23155c25,https://www.protectedplanet.net
101669_B,SULPHUR PASSAGE PARK,A - Park,38.112,BC-MAIN-23155c25,https://www.protectedplanet.net
101676,WHITE RIDGE PARK,A - Park,34.583,BC-MAIN-23155c25,https://www.protectedplanet.net
101678,SKAGIT VALLEY PARK,A - Park,41.811,BC-MAIN-599152a0,https://www.protectedplanet.net
101695,LAC DU BOIS GRASSLANDS PROTECTED AREA,Protected Area,5.488,BC-MAIN-aa76f6f2,https://www.protectedplanet.net
101695,LAC DU BOIS GRASSLANDS PROTECTED AREA,Protected Area,42.916,BC-MAIN-bf503b6b,https://www.protectedplanet.net
101699,GOLD MUCHALAT PARK,A - Park,46.87,BC-MAIN-23155c25,https://www.protectedplanet.net
101707,PORCUPINE MEADOWS PARK,A - Park,32.645,BC-MAIN-aa76f6f2,https://www.protectedplanet.net
101712,STAMP RIVER PARK,A - Park,49.669,BC-MAIN-23155c25,https://www.protectedplanet.net
101714,UPPER ADAMS RIVER PARK,A - Park,24.654,BC-MAIN-18bed6d7,https://www.protectedplanet.net
101721_A,HUCHSDUWACHSDU NUYEM JEES/KITLOPE HERITAGE CONSERVANCY,Conservancy,24.863,BC-MAIN-efff21d3,https://www.protectedplanet.net
101721_A,HUCHSDUWACHSDU NUYEM JEES/KITLOPE HERITAGE CONSERVANCY,Conservancy,48.794,BC-MAIN-c5d1b42d,https://www.protectedplanet.net
101721_B,HUCHSDUWACHSDU NUYEM JEES/KITLOPE HERITAGE CONSERVANCY,Conservancy,39.187,BC-MAIN-efff21d3,https://www.protectedplanet.net
101722,ARROWSTONE PARK,A - Park,40.353,BC-MAIN-bf503b6b,https://www.protectedplanet.net
101724,BLUE EARTH LAKE PARK,A - Park,32.195,BC-MAIN-bf503b6b,https://www.protectedplanet.net
101725,BONAPARTE PARK,A - Park,47.201,BC-MAIN-aa76f6f2,https://www.protectedplanet.net
101726,CORNWALL HILLS PARK,A - Park,33.039,BC-MAIN-bf503b6b,https://www.protectedplanet.net
101727,DUNN PEAK PARK,Protected Area,12.833,BC-MAIN-18bed6d7,https://www.protectedplanet.net
101728,ELEPHANT HILL PARK,A - Park,32.216,BC-MAIN-bf503b6b,https://www.protectedplanet.net
101729,EMAR LAKES PARK,A - Park,38.215,BC-MAIN-18bed6d7,https://www.protectedplanet.net
101731,HIGH LAKES BASIN PARK,A - Park,42.396,BC-MAIN-18bed6d7,https://www.protectedplanet.net
101736,OREGON JACK PARK,A - Park,34.393,BC-MAIN-bf503b6b,https://www.protectedplanet.net
101739,ROCHE LAKE PARK,A - Park,30.269,BC-MAIN-aa76f6f2,https://www.protectedplanet.net
101740,TAWEEL PARK,A - Park,34.969,BC-MAIN-18bed6d7,https://www.protectedplanet.net
101742,TUNKWA PARK,A - Park,22.707,BC-MAIN-aa76f6f2,https://www.protectedplanet.net
101742,TUNKWA PARK,A - Park,15.54,BC-MAIN-bf503b6b,https://www.protectedplanet.net
167204,Albany River Provincial Park,Provincial Park,42.18,ON-MAIN-37e9571e,https://www.protectedplanet.net
167229,Big Sand Lake Conservation Reserve,Conservation Reserve,13.283,ON-MAIN-46f71d5b,https://www.protectedplanet.net
167298,DENETIAH PARK,A - Park,47.219,BC-MAIN-12730593,https://www.protectedplanet.net
167328,Frontenac Provincial Park (Natural Environment Class),Provincial Park,27.037,ON-MAIN-6bd6cc80,https://www.protectedplanet.net
167328,Frontenac Provincial Park (Natural Environment Class),Provincial Park,30.336,ON-MAIN-575c5e66,https://www.protectedplanet.net
167328,Frontenac Provincial Park (Natural Environment Class),Provincial Park,30.336,ON-MAIN-4a6187a4,https://www.protectedplanet.net
167337,GRAHAM-LAURIER PARK,A - Park,13.706,BC-MAIN-23f67ea8,https://www.protectedplanet.net
167350,Hicks-Oke Bog Provincial Park (Nature Reserve Class),Provincial Park,47.785,ON-MAIN-4c5c1179,https://www.protectedplanet.net
167353,Holland Landing Prairie Provincial Park (Nature Reserve Class),Provincial Park,34.57,ON-MAIN-6b998583,https://www.protectedplanet.net
167361,Indian Bay South Conservation Reserve,Conservation Reserve,33.62,ON-MAIN-6664e89b,https://www.protectedplanet.net
167377,Kenny Forest Provincial Park (Natural Environment Class),Provincial Park,41.458,ON-MAIN-2bb07cd3,https://www.protectedplanet.net
167397,Lee River Wildlife Management Area,Wildlife Management Area,39.856,MB-MAIN-27a90834,https://www.protectedplanet.net
167397,Lee River Wildlife Management Area,Wildlife Management Area,35.26,MB-MAIN-915d9faa,https://www.protectedplanet.net
167412,Mac's Bay Conservation Reserve,Conservation Reserve,48.259,ON-MAIN-484e4fa3,https://www.protectedplanet.net
167416,Mars Hill Wildlife Management Area,Wildlife Management Area,21.139,MB-MAIN-0d5c2cae,https://www.protectedplanet.net
167416,Mars Hill Wildlife Management Area,Wildlife Management Area,20.132,MB-MAIN-b4ca1426,https://www.protectedplanet.net
167417,Matabitchuan River Conservation Reserve,Conservation Reserve,32.799,ON-MAIN-6664e89b,https://www.protectedplanet.net
167423,Menzel Centennial Provincial Park (Nature Reserve Class),Provincial Park,48.967,ON-MAIN-6bd6cc80,https://www.protectedplanet.net
167426,Miles Bay Conservation Reserve,Conservation Reserve,48.626,ON-MAIN-0aadf28f,https://www.protectedplanet.net
167430,Pointe Taillon (Rive Nord) Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,24.772,QC-MAIN-3aa117d8,https://www.protectedplanet.net
167432,Lac Coupau Muskrat Habitat,Habitat faunique : Habitat du rat musqué,36.152,QC-MAIN-81a288d0,https://www.protectedplanet.net
167432,Lac Coupau Muskrat Habitat,Habitat faunique : Habitat du rat musqué,33.334,QC-MAIN-5398dfac,https://www.protectedplanet.net
167432,Lac Coupau Muskrat Habitat,Habitat faunique : Habitat du rat musqué,46.736,QC-MAIN-649d2873,https://www.protectedplanet.net
167432,Lac Coupau Muskrat Habitat,Habitat faunique : Habitat du rat musqué,46.766,QC-MAIN-a555d9b9,https://www.protectedplanet.net
167432,Lac Coupau Muskrat Habitat,Habitat faunique : Habitat du rat musqué,35.756,QC-MAIN-c1c7eb99,https://www.protectedplanet.net
167432,Lac Coupau Muskrat Habitat,Habitat faunique : Habitat du rat musqué,22.946,QC-MAIN-01c1e81f,https://www.protectedplanet.net
167432,Lac Coupau Muskrat Habitat,Habitat faunique : Habitat du rat musqué,21.161,QC-MAIN-c0e3a48b,https://www.protectedplanet.net
167432,Lac Coupau Muskrat Habitat,Habitat faunique : Habitat du rat musqué,35.443,QC-MAIN-92628f16,https://www.protectedplanet.net
167432,Lac Coupau Muskrat Habitat,Habitat faunique : Habitat du rat musqué,34.655,QC-MAIN-64595b02,https://www.protectedplanet.net
167447,Narrows Island Conservation Reserve,Conservation Reserve,28.425,ON-MAIN-2bb07cd3,https://www.protectedplanet.net
167466,Painted Rock Conservation Reserve,Conservation Reserve,36.779,ON-MAIN-1aa10efa,https://www.protectedplanet.net
167498,Rabbit Lake West Conservation Reserve,Conservation Reserve,44.927,ON-MAIN-6664e89b,https://www.protectedplanet.net
167500,REDFERN-KEILY PARK,A - Park,46.769,BC-MAIN-891d3cb5,https://www.protectedplanet.net
167513,Scotty Lake Conservation Reserve,Conservation Reserve,30.795,ON-MAIN-46f71d5b,https://www.protectedplanet.net
167516,Shook Lake Conservation Reserve,Conservation Reserve,43.962,ON-MAIN-be399420,https://www.protectedplanet.net
167516,Shook Lake Conservation Reserve,Conservation Reserve,47.195,ON-MAIN-a3c56a83,https://www.protectedplanet.net
167538,SUTHERLAND RIVER PARK,A - Park,43.072,BC-MAIN-e1641dfb,https://www.protectedplanet.net
167539,SWAN LAKE KISPIOX RIVER PARK,A - Park,49.065,BC-MAIN-51068f3b,https://www.protectedplanet.net
167546,Temagami Island North Conservation Reserve,Conservation Reserve,33.628,ON-MAIN-2bb07cd3,https://www.protectedplanet.net
167552,Tide Lake Provincial Park (Nature Reserve Class),Provincial Park,41.782,ON-MAIN-46f71d5b,https://www.protectedplanet.net
167576,Wabakimi Provincial Park,Provincial Park,23.426,ON-MAIN-97ee890f,https://www.protectedplanet.net
167590,White Bear Forest Conservation Reserve,Conservation Reserve,39.656,ON-MAIN-6664e89b,https://www.protectedplanet.net
167592,White Lake Peatlands Provincial Park (Nature Reserve Class),Provincial Park,30.243,ON-MAIN-6e9be24e,https://www.protectedplanet.net
167592,White Lake Peatlands Provincial Park (Nature Reserve Class),Provincial Park,40.718,ON-MAIN-f4fc3276,https://www.protectedplanet.net
198294,Miguasha National Park,World Heritage Site (natural or mixed),28.817,NB-MAIN-0c5b40d8,https://www.protectedplanet.net
302323_C,Tangier Grand Lake Wilderness Area,Wilderness Area,18.132,NS-MAIN-c9c77a59,https://www.protectedplanet.net
302323_A,Tangier Grand Lake Wilderness Area,Wilderness Area,11.721,NS-MAIN-c9c77a59,https://www.protectedplanet.net
302323_B,Tangier Grand Lake Wilderness Area,Wilderness Area,18.767,NS-MAIN-c9c77a59,https://www.protectedplanet.net
302401_B,Abraham Lake Nature Reserve,"Nature Reserve, Ownership by Environmental Non-Governmental Organization",31.72,NS-MAIN-c9c77a59,https://www.protectedplanet.net
302401_A,Abraham Lake Nature Reserve,"Nature Reserve, Ownership by Environmental Non-Governmental Organization",32.061,NS-MAIN-c9c77a59,https://www.protectedplanet.net
302401_C,Abraham Lake Nature Reserve,Nature Reserve,32.034,NS-MAIN-c9c77a59,https://www.protectedplanet.net
302411_A,Boggy Lake Wilderness Area,Wilderness Area,43.928,NS-MAIN-c9c77a59,https://www.protectedplanet.net
302411_B,Boggy Lake Wilderness Area,Wilderness Area,47.708,NS-MAIN-c9c77a59,https://www.protectedplanet.net
302417_B,White Lake Wilderness Area,Wilderness Area,23.612,NS-MAIN-c9c77a59,https://www.protectedplanet.net
302417_A,White Lake Wilderness Area,Wilderness Area,23.242,NS-MAIN-c9c77a59,https://www.protectedplanet.net
302417,White Lake Wilderness Area,Wilderness Area,19.302,NS-MAIN-c9c77a59,https://www.protectedplanet.net
302419_B,Waverley - Salmon River Long Lake Wilderness Area,Wilderness Area,46.32,NS-MAIN-c9c77a59,https://www.protectedplanet.net
302419_A,Waverley - Salmon River Long Lake Wilderness Area,Wilderness Area,41.715,NS-MAIN-c9c77a59,https://www.protectedplanet.net
302430,Clattenburgh Brook Wilderness Area,Wilderness Area,35.556,NS-MAIN-c9c77a59,https://www.protectedplanet.net
302434_A,Liscomb River Wilderness Area,Wilderness Area,49.59,NS-MAIN-c9c77a59,https://www.protectedplanet.net
303170,PITMAN RIVER PROTECTED AREA,Protected Area,17.014,BC-MAIN-12730593,https://www.protectedplanet.net
303174,BUSE LAKE PROTECTED AREA,Protected Area,33.426,BC-MAIN-aa76f6f2,https://www.protectedplanet.net
303177,CRAIG HEADWATERS PROTECTED AREA,Protected Area,8.643,BC-MAIN-b7591127,https://www.protectedplanet.net
303177,CRAIG HEADWATERS PROTECTED AREA,Protected Area,46.409,BC-MAIN-b1fe389a,https://www.protectedplanet.net
303219,EPSOM PARK,A - Park,19.969,BC-MAIN-bf503b6b,https://www.protectedplanet.net
303220,GREENSTONE MOUNTAIN PARK,A - Park,9.849,BC-MAIN-aa76f6f2,https://www.protectedplanet.net
303220,GREENSTONE MOUNTAIN PARK,A - Park,30.726,BC-MAIN-bf503b6b,https://www.protectedplanet.net
303221,PRITCHARD PARK,A - Park,45.258,BC-MAIN-aa76f6f2,https://www.protectedplanet.net
303247,ARCTIC PACIFIC LAKES PARK,A - Park,26.615,BC-MAIN-382acb18,https://www.protectedplanet.net
303259,TREMBLEUR LAKE PARK,A - Park,10.327,BC-MAIN-e1641dfb,https://www.protectedplanet.net
303262,GREAT GLACIER PARK,A - Park,33.836,BC-MAIN-b4655afb,https://www.protectedplanet.net
303262,GREAT GLACIER PARK,A - Park,43.361,BC-MAIN-b7591127,https://www.protectedplanet.net
303263,ISKUT RIVER HOT SPRINGS PARK,A - Park,47.024,BC-MAIN-b1fe389a,https://www.protectedplanet.net
303263,ISKUT RIVER HOT SPRINGS PARK,A - Park,48.529,BC-MAIN-193ddddb,https://www.protectedplanet.net
303264,LAVA FORKS PARK,A - Park,36.845,BC-MAIN-857b7b89,https://www.protectedplanet.net
303264,LAVA FORKS PARK,A - Park,24.063,BC-MAIN-b7591127,https://www.protectedplanet.net
303264,LAVA FORKS PARK,A - Park,29.685,BC-MAIN-4959ea63,https://www.protectedplanet.net
303264,LAVA FORKS PARK,A - Park,29.962,BC-MAIN-b1fe389a,https://www.protectedplanet.net
303266,MOUNT BLANCHET PARK,A - Park,37.569,BC-MAIN-e1641dfb,https://www.protectedplanet.net
303266,MOUNT BLANCHET PARK,A - Park,33.36,BC-MAIN-265a57f6,https://www.protectedplanet.net
303268,MUDZENCHOOT PARK,A - Park,27.895,BC-MAIN-ed23117f,https://www.protectedplanet.net
303271,BORDER LAKE PARK,A - Park,32.104,BC-MAIN-857b7b89,https://www.protectedplanet.net
303271,BORDER LAKE PARK,A - Park,39.061,BC-MAIN-b7591127,https://www.protectedplanet.net
303271,BORDER LAKE PARK,A - Park,25.152,BC-MAIN-4959ea63,https://www.protectedplanet.net
303271,BORDER LAKE PARK,A - Park,34.96,BC-MAIN-b1fe389a,https://www.protectedplanet.net
303273,CHOQUETTE HOT SPRINGS PARK,A - Park,36.702,BC-MAIN-b4655afb,https://www.protectedplanet.net
303273,CHOQUETTE HOT SPRINGS PARK,A - Park,43.204,BC-MAIN-b7591127,https://www.protectedplanet.net
303295_B,CLUXEWE WILDLIFE MANAGEMENT AREA,Wildlife Management Area,46.019,BC-MAIN-6fbdcf4c,https://www.protectedplanet.net
303295_A,CLUXEWE WILDLIFE MANAGEMENT AREA,Wildlife Management Area,45.757,BC-MAIN-6fbdcf4c,https://www.protectedplanet.net
303299_A,TOFINO MUDFLATS WILDLIFE MANAGEMENT AREA,Wildlife Management Area,47.704,BC-MAIN-23155c25,https://www.protectedplanet.net
303299_B,TOFINO MUDFLATS WILDLIFE MANAGEMENT AREA,Wildlife Management Area,47.336,BC-MAIN-23155c25,https://www.protectedplanet.net
305170_B,LAWN POINT PARK,A - Park,36.063,BC-MAIN-6fbdcf4c,https://www.protectedplanet.net
305170_A,LAWN POINT PARK,A - Park,38.587,BC-MAIN-6fbdcf4c,https://www.protectedplanet.net
306292,Anse à Brochu Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,27.086,QC-MAIN-e25eed27,https://www.protectedplanet.net
306292,Anse à Brochu Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,0.415,QC-MAIN-8d6616b4,https://www.protectedplanet.net
306297,Anse à la Peinture Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,18.227,QC-MAIN-52c01ae4,https://www.protectedplanet.net
306302,Anse aux Rats Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,26.773,QC-MAIN-e25eed27,https://www.protectedplanet.net
306302,Anse aux Rats Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,0.672,QC-MAIN-8d6616b4,https://www.protectedplanet.net
306315,Anse du Ruiseau Raymond - Grande Anse S. Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,46.435,QC-MAIN-52c01ae4,https://www.protectedplanet.net
306354,Baie des Sept Îles 4 Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,35.159,QC-MAIN-e25eed27,https://www.protectedplanet.net
306354,Baie des Sept Îles 4 Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,10.864,QC-MAIN-8d6616b4,https://www.protectedplanet.net
306355,Baie des Sept Îles 5 Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,36.093,QC-MAIN-e25eed27,https://www.protectedplanet.net
306355,Baie des Sept Îles 5 Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,8.67,QC-MAIN-8d6616b4,https://www.protectedplanet.net
306358,Baie des Septs Îles 1 Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,24.793,QC-MAIN-e25eed27,https://www.protectedplanet.net
306358,Baie des Septs Îles 1 Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,6.212,QC-MAIN-8d6616b4,https://www.protectedplanet.net
306376,Baie Sainte-Marguerite Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,22.29,QC-MAIN-e25eed27,https://www.protectedplanet.net
306376,Baie Sainte-Marguerite Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,3.45,QC-MAIN-8d6616b4,https://www.protectedplanet.net
306380,Rivière Pentecôte Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,35.282,QC-MAIN-e25eed27,https://www.protectedplanet.net
306386,Rivière du Vieux-Poste Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,6.918,QC-MAIN-52c01ae4,https://www.protectedplanet.net
306456,batture à Tamias Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,40.566,QC-MAIN-e25eed27,https://www.protectedplanet.net
306462,Batture de la Baie de Moisie Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,28.776,QC-MAIN-8d6616b4,https://www.protectedplanet.net
306475,batture de Baie Saint-Ludger Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,21.81,QC-MAIN-52c01ae4,https://www.protectedplanet.net
306480,batture de Franquelin Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,14.284,QC-MAIN-52c01ae4,https://www.protectedplanet.net
306484,batture de la Grande Baie Saint-Nicolas Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,28.432,QC-MAIN-52c01ae4,https://www.protectedplanet.net
306485,Batture de la Petite Baie Saint-Nicolas Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,31.783,QC-MAIN-52c01ae4,https://www.protectedplanet.net
306486,batture de la Rivière Mingan Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,49.744,QC-MAIN-e82266c5,https://www.protectedplanet.net
306488,Batture de la Rivière Vachon Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,13.226,QC-MAIN-e25eed27,https://www.protectedplanet.net
306488,Batture de la Rivière Vachon Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,41.959,QC-MAIN-8d6616b4,https://www.protectedplanet.net
306500,"récifs Saint-Charles, Rivière aux Loups Marins Water Fowl Gathering Area",Habitat faunique : Aire de concentration d'oiseaux aquatiques,45.212,QC-MAIN-8d6616b4,https://www.protectedplanet.net
306523,Rang Saint-Martin Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,15.072,QC-MAIN-81a288d0,https://www.protectedplanet.net
306523,Rang Saint-Martin Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,12.168,QC-MAIN-5398dfac,https://www.protectedplanet.net
306523,Rang Saint-Martin Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,17.031,QC-MAIN-649d2873,https://www.protectedplanet.net
306523,Rang Saint-Martin Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,16.984,QC-MAIN-a555d9b9,https://www.protectedplanet.net
306523,Rang Saint-Martin Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,14.34,QC-MAIN-c1c7eb99,https://www.protectedplanet.net
306523,Rang Saint-Martin Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,13.683,QC-MAIN-01c1e81f,https://www.protectedplanet.net
306523,Rang Saint-Martin Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,19.409,QC-MAIN-c0e3a48b,https://www.protectedplanet.net
306523,Rang Saint-Martin Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,13.797,QC-MAIN-92628f16,https://www.protectedplanet.net
306523,Rang Saint-Martin Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,7.562,QC-MAIN-64595b02,https://www.protectedplanet.net
306525,Batture de Pointe-aux-Anglais Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,42.583,QC-MAIN-e25eed27,https://www.protectedplanet.net
306537,Batture Est de la Rivière Romaine Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,36.898,QC-MAIN-e82266c5,https://www.protectedplanet.net
306547,Batture de Matamec Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,32.296,QC-MAIN-8d6616b4,https://www.protectedplanet.net
306553,"Pointe Thériault, Rivière Brochu Water Fowl Gathering Area",Habitat faunique : Aire de concentration d'oiseaux aquatiques,6.651,QC-MAIN-e25eed27,https://www.protectedplanet.net
306553,"Pointe Thériault, Rivière Brochu Water Fowl Gathering Area",Habitat faunique : Aire de concentration d'oiseaux aquatiques,21.364,QC-MAIN-8d6616b4,https://www.protectedplanet.net
306555,Pointe Rouge - Île à Victor Water Fowl Gathering Area,Habitat faunique : Aire de concentration d'oiseaux aquatiques,39.043,QC-MAIN-e82266c5,https://www.protectedplanet.net
306883,Lac McDonald White-Tailed Deer Yard,Habitat faunique : Aire de confinement du cerf de Virginie,18.849,QC-MAIN-81a288d0,https://www.protectedplanet.net
306883,Lac McDonald White-Tailed Deer Yard,Habitat faunique : Aire de confinement du cerf de Virginie,19.86,QC-MAIN-5398dfac,https://www.protectedplanet.net
306883,Lac McDonald White-Tailed Deer Yard,Habitat faunique : Aire de confinement du cerf de Virginie,28.672,QC-MAIN-649d2873,https://www.protectedplanet.net
306883,Lac McDonald White-Tailed Deer Yard,Habitat faunique : Aire de confinement du cerf de Virginie,28.756,QC-MAIN-a555d9b9,https://www.protectedplanet.net
306883,Lac McDonald White-Tailed Deer Yard,Habitat faunique : Aire de confinement du cerf de Virginie,40.063,QC-MAIN-3aa117d8,https://www.protectedplanet.net
306883,Lac McDonald White-Tailed Deer Yard,Habitat faunique : Aire de confinement du cerf de Virginie,19.206,QC-MAIN-c1c7eb99,https://www.protectedplanet.net
306883,Lac McDonald White-Tailed Deer Yard,Habitat faunique : Aire de confinement du cerf de Virginie,30.979,QC-MAIN-01c1e81f,https://www.protectedplanet.net
306883,Lac McDonald White-Tailed Deer Yard,Habitat faunique : Aire de confinement du cerf de Virginie,15.948,QC-MAIN-c0e3a48b,https://www.protectedplanet.net
306883,Lac McDonald White-Tailed Deer Yard,Habitat faunique : Aire de confinement du cerf de Virginie,19.473,QC-MAIN-92628f16,https://www.protectedplanet.net
306883,Lac McDonald White-Tailed Deer Yard,Habitat faunique : Aire de confinement du cerf de Virginie,37.956,QC-MAIN-64595b02,https://www.protectedplanet.net
306884,Lac La Mothe (l'île) Island Or Peninsula Inhabited By A Colony Of Birds,Habitat faunique : Colonie d'oiseaux sur une île ou une presqu'île,36.243,QC-MAIN-81a288d0,https://www.protectedplanet.net
306884,Lac La Mothe (l'île) Island Or Peninsula Inhabited By A Colony Of Birds,Habitat faunique : Colonie d'oiseaux sur une île ou une presqu'île,38.508,QC-MAIN-5398dfac,https://www.protectedplanet.net
306884,Lac La Mothe (l'île) Island Or Peninsula Inhabited By A Colony Of Birds,Habitat faunique : Colonie d'oiseaux sur une île ou une presqu'île,25.159,QC-MAIN-649d2873,https://www.protectedplanet.net
306884,Lac La Mothe (l'île) Island Or Peninsula Inhabited By A Colony Of Birds,Habitat faunique : Colonie d'oiseaux sur une île ou une presqu'île,25.117,QC-MAIN-a555d9b9,https://www.protectedplanet.net
306884,Lac La Mothe (l'île) Island Or Peninsula Inhabited By A Colony Of Birds,Habitat faunique : Colonie d'oiseaux sur une île ou une presqu'île,42.752,QC-MAIN-3aa117d8,https://www.protectedplanet.net
306884,Lac La Mothe (l'île) Island Or Peninsula Inhabited By A Colony Of Birds,Habitat faunique : Colonie d'oiseaux sur une île ou une presqu'île,36.462,QC-MAIN-c1c7eb99,https://www.protectedplanet.net
