reserves_id,year,commodity,reserves_resources,reserves_resources_type,ore,ore_unit,grade,grade_unit,metal_content,metal_content_unit,recovery_rate,comment,main_id,facility_group_id,source_id
RES-a3c56a83-2023-5,2023,Platinum,Resources,Indicated,-,Mt,-,g/t,0.27,Moz,,,ON-MAIN-a3c56a83,,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-6,2023,Platinum,Resources,Inferred,-,Mt,-,g/t,0.03,Moz,,,ON-MAIN-a3c56a83,,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-7,2023,Palladium,Resources,Measured,-,Mt,-,g/t,2.09,Moz,,,ON-MAIN-a3c56a83,,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-8,2023,Palladium,Resources,Indicated,-,Mt,-,g/t,2.6,Moz,,,ON-MAIN-a3c56a83,,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-9,2023,Palladium,Resources,Inferred,-,Mt,-,g/t,0.29,Moz,,,ON-MAIN-a3c56a83,,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-10,2023,Gold,Resources,Measured,-,Mt,-,g/t,0.15,Moz,,,ON-MAIN-a3c56a83,,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-11,2023,Gold,Resources,Indicated,-,Mt,-,g/t,0.19,Moz,,,ON-MAIN-a3c56a83,,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-12,2023,Gold,Resources,Inferred,-,Mt,-,g/t,0.02,Moz,,,ON-MAIN-a3c56a83,,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-13,2023,6E,Reserves,Proved,2,Mt,3.67,g/t,0.2,Moz,,,ON-MAIN-a3c56a83,,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-14,2023,6E,Reserves,Probable,6.5,Mt,3.43,g/t,0.7,Moz,,,ON-MAIN-a3c56a83,,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-15,2023,Platinum,Reserves,Proved,-,Mt,-,g/t,0.02,Moz,,,ON-MAIN-a3c56a83,,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-16,2023,Platinum,Reserves,Probable,-,Mt,-,g/t,0.05,Moz,,,ON-MAIN-a3c56a83,,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-17,2023,Palladium,Reserves,Proved,-,Mt,-,g/t,0.2,Moz,,,ON-MAIN-a3c56a83,,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-18,2023,Palladium,Reserves,Probable,-,Mt,-,g/t,0.62,Moz,,,ON-MAIN-a3c56a83,,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-19,2023,Gold,Reserves,Proved,-,Mt,-,g/t,0.01,Moz,,,ON-MAIN-a3c56a83,,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-20,2023,Gold,Reserves,Probable,-,Mt,-,g/t,0.05,Moz,,,ON-MAIN-a3c56a83,,SRC_ImpalaCanadaLtd_MRMR-2024
RES-3f490561-2016-1,2016,Copper,Reserves,Proven & Probable,54,Mt,0.34,%,403.0,Mlbs,,,BC-MAIN-3f490561,,SRC_ImperialMetalsCorporation_Reserves-Resources_June-2023
RES-3f490561-2016-2,2016,Gold,Reserves,Proven & Probable,54,Mt,0.32,g/t,550000.0,oz,,,BC-MAIN-3f490561,,SRC_ImperialMetalsCorporation_Reserves-Resources_June-2023
RES-3f490561-2016-3,2016,Silver,Reserves,Proven & Probable,54,Mt,0.9,g/t,1542000.0,oz,,,BC-MAIN-3f490561,,SRC_ImperialMetalsCorporation_Reserves-Resources_June-2023
RES-3f490561-2016-4,2016,Copper,Resources,Measured & Indicated,202,Mt,0.29,%,1281.0,Mlbs,,,BC-MAIN-3f490561,,SRC_ImperialMetalsCorporation_Reserves-Resources_June-2023
RES-3f490561-2016-5,2016,Gold,Resources,Measured & Indicated,202,Mt,0.3,g/t,1974000.0,oz,,,BC-MAIN-3f490561,,SRC_ImperialMetalsCorporation_Reserves-Resources_June-2023
RES-3f490561-2016-6,2016,Silver,Resources,Measured & Indicated,202,Mt,0.53,g/t,3425000.0,oz,,,BC-MAIN-3f490561,,SRC_ImperialMetalsCorporation_Reserves-Resources_June-2023
RES-3f490561-2016-7,2016,Copper,Resources,Inferred,15,Mt,0.16,%,52.0,Mlbs,,,BC-MAIN-3f490561,,SRC_ImperialMetalsCorporation_Reserves-Resources_June-2023
RES-3f490561-2016-8,2016,Gold,Resources,Inferred,15,Mt,0.18,g/t,85000.0,oz,,,BC-MAIN-3f490561,,SRC_ImperialMetalsCorporation_Reserves-Resources_June-2023
RES-3f490561-2016-9,2016,Silver,Resources,Inferred,15,Mt,0.13,g/t,61000.0,oz,,,BC-MAIN-3f490561,,SRC_ImperialMetalsCorporation_Reserves-Resources_June-2023
RES-dd723db4-2023-1,2023,Iron,Reserves,Proven,149,Mt,65,% Fe,,,,Reported by Rio Tinto,NL-MAIN-dd723db4,,SRC_IronOreCompanyofCanadaInc._rt-fact-book-addendum
RES-dd723db4-2023-2,2023,Silicon dioxide,Reserves,Proven,149,Mt,2.8,%SiO2,,,,Reported by Rio Tinto,NL-MAIN-dd723db4,,SRC_IronOreCompanyofCanadaInc._rt-fact-book-addendum
RES-dd723db4-2023-3,2023,Iron,Reserves,Probable,275,Mt,65,% Fe,,,,Reported by Rio Tinto,NL-MAIN-dd723db4,,SRC_IronOreCompanyofCanadaInc._rt-fact-book-addendum
RES-dd723db4-2023-4,2023,Silicon dioxide,Reserves,Probable,275,Mt,2.8,%SiO2,,,,Reported by Rio Tinto,NL-MAIN-dd723db4,,SRC_IronOreCompanyofCanadaInc._rt-fact-book-addendum
RES-dd723db4-2023-5,2023,Iron,Resources,Measured,171,Mt,40.8,% Fe,,,,Reported by Rio Tinto,NL-MAIN-dd723db4,,SRC_IronOreCompanyofCanadaInc._rt-fact-book-addendum
RES-dd723db4-2023-6,2023,Silicon dioxide,Resources,Measured,171,Mt,35.8,%SiO2,,,,Reported by Rio Tinto,NL-MAIN-dd723db4,,SRC_IronOreCompanyofCanadaInc._rt-fact-book-addendum
RES-dd723db4-2023-7,2023,Aluminum oxide,Resources,Measured,171,Mt,0.2,% Al2O3,,,,Reported by Rio Tinto,NL-MAIN-dd723db4,,SRC_IronOreCompanyofCanadaInc._rt-fact-book-addendum
RES-dd723db4-2023-8,2023,Phosphorus,Resources,Measured,171,Mt,0.02,% P,,,,Reported by Rio Tinto,NL-MAIN-dd723db4,,SRC_IronOreCompanyofCanadaInc._rt-fact-book-addendum
RES-dd723db4-2023-9,2023,Iron,Resources,Indicated,720,Mt,38.5,% Fe,,,,Reported by Rio Tinto,NL-MAIN-dd723db4,,SRC_IronOreCompanyofCanadaInc._rt-fact-book-addendum
RES-dd723db4-2023-10,2023,Silicon dioxide,Resources,Indicated,720,Mt,37.1,%SiO2,,,,Reported by Rio Tinto,NL-MAIN-dd723db4,,SRC_IronOreCompanyofCanadaInc._rt-fact-book-addendum
RES-dd723db4-2023-11,2023,Aluminum oxide,Resources,Indicated,720,Mt,0.2,% Al2O3,,,,Reported by Rio Tinto,NL-MAIN-dd723db4,,SRC_IronOreCompanyofCanadaInc._rt-fact-book-addendum
RES-dd723db4-2023-12,2023,Phosphorus,Resources,Indicated,720,Mt,0.03,% P,,,,Reported by Rio Tinto,NL-MAIN-dd723db4,,SRC_IronOreCompanyofCanadaInc._rt-fact-book-addendum
RES-dd723db4-2023-13,2023,Iron,Resources,Inferred,751,Mt,38.2,% Fe,,,,Reported by Rio Tinto,NL-MAIN-dd723db4,,SRC_IronOreCompanyofCanadaInc._rt-fact-book-addendum
RES-dd723db4-2023-14,2023,Silicon dioxide,Resources,Inferred,751,Mt,37.8,%SiO2,,,,Reported by Rio Tinto,NL-MAIN-dd723db4,,SRC_IronOreCompanyofCanadaInc._rt-fact-book-addendum
RES-dd723db4-2023-15,2023,Aluminum oxide,Resources,Inferred,751,Mt,0.2,% Al2O3,,,,Reported by Rio Tinto,NL-MAIN-dd723db4,,SRC_IronOreCompanyofCanadaInc._rt-fact-book-addendum
RES-dd723db4-2023-16,2023,Phosphorus,Resources,Inferred,751,Mt,0.03,% P,,,,,NL-MAIN-dd723db4,,SRC_IronOreCompanyofCanadaInc._nan
RES-aa76f6f2-2024-1,2024,Gold,Reserves,Probable,39567,kt,0.65,g/t,828.0,koz,,,BC-MAIN-aa76f6f2,,SRC_NewGoldInc_2024_MRMR
RES-aa76f6f2-2024-2,2024,Gold,Resources,Measured,51195,kt,0.58,g/t,958.0,koz,,,BC-MAIN-aa76f6f2,,SRC_NewGoldInc_2024_MRMR
RES-aa76f6f2-2024-3,2024,Gold,Resources,Indicated,30448,kt,0.4,g/t,393.0,koz,,,BC-MAIN-aa76f6f2,,SRC_NewGoldInc_2024_MRMR
RES-aa76f6f2-2024-4,2024,Gold,Resources,Inferred,132,kt,0.19,g/t,1.0,koz,,,BC-MAIN-aa76f6f2,,SRC_NewGoldInc_2024_MRMR
RES-aa76f6f2-2024-5,2024,Silver,Reserves,Probable,39567,kt,1.77,g/t,2253.0,koz,,,BC-MAIN-aa76f6f2,,SRC_NewGoldInc_2024_MRMR
RES-aa76f6f2-2024-6,2024,Silver,Resources,Measured,51195,kt,1.81,g/t,2976.0,koz,,,BC-MAIN-aa76f6f2,,SRC_NewGoldInc_2024_MRMR
RES-aa76f6f2-2024-7,2024,Silver,Resources,Indicated,30448,kt,1.49,g/t,1455.0,koz,,,BC-MAIN-aa76f6f2,,SRC_NewGoldInc_2024_MRMR
RES-aa76f6f2-2024-8,2024,Silver,Resources,Inferred,132,kt,0.54,g/t,4431.0,koz,,,BC-MAIN-aa76f6f2,,SRC_NewGoldInc_2024_MRMR
RES-aa76f6f2-2024-9,2024,Copper,Reserves,Probable,39567,kt,0.72,%,631.0,Mlbs,,,BC-MAIN-aa76f6f2,,SRC_NewGoldInc_2024_MRMR
RES-aa76f6f2-2024-10,2024,Copper,Resources,Measured,51195,kt,0.67,%,758.0,Mlbs,,,BC-MAIN-aa76f6f2,,SRC_NewGoldInc_2024_MRMR
RES-aa76f6f2-2024-11,2024,Copper,Resources,Indicated,30448,kt,0.51,%,342.0,Mlbs,,,BC-MAIN-aa76f6f2,,SRC_NewGoldInc_2024_MRMR
RES-aa76f6f2-2024-12,2024,Copper,Resources,Inferred,132,kt,0.19,%,1.0,Mlbs,,,BC-MAIN-aa76f6f2,,SRC_NewGoldInc_2024_MRMR
RES-0aadf28f-2024-1,2024,Gold,Reserves,Proven,15935,kt,0.44,g/t,223.0,koz,,,ON-MAIN-0aadf28f,,SRC_NewGoldInc_2024_MRMR
RES-0aadf28f-2024-2,2024,Gold,Reserves,Probable,36991,kt,1.6,g/t,1903.0,koz,,,ON-MAIN-0aadf28f,,SRC_NewGoldInc_2024_MRMR
RES-0aadf28f-2024-3,2024,Gold,Resources,Measured,310,kt,2.74,g/t,27.0,koz,,,ON-MAIN-0aadf28f,,SRC_NewGoldInc_2024_MRMR
RES-0aadf28f-2024-4,2024,Gold,Resources,Indicated,34772,kt,1.13,g/t,1267.0,koz,,,ON-MAIN-0aadf28f,,SRC_NewGoldInc_2024_MRMR
RES-0aadf28f-2024-5,2024,Gold,Resources,Inferred,7663,kt,1.62,g/t,398.0,koz,,,ON-MAIN-0aadf28f,,SRC_NewGoldInc_2024_MRMR
RES-0aadf28f-2024-6,2024,Silver,Reserves,Proven,15935,kt,2.68,g/t,1371.0,koz,,,ON-MAIN-0aadf28f,,SRC_NewGoldInc_2024_MRMR
RES-0aadf28f-2024-7,2024,Silver,Reserves,Probable,36991,kt,3.5,g/t,4164.0,koz,,,ON-MAIN-0aadf28f,,SRC_NewGoldInc_2024_MRMR
RES-0aadf28f-2024-8,2024,Silver,Resources,Measured,310,kt,26.38,g/t,263.0,koz,,,ON-MAIN-0aadf28f,,SRC_NewGoldInc_2024_MRMR
RES-0aadf28f-2024-9,2024,Silver,Resources,Indicated,34772,kt,3.86,g/t,4310.0,koz,,,ON-MAIN-0aadf28f,,SRC_NewGoldInc_2024_MRMR
RES-0aadf28f-2024-10,2024,Silver,Resources,Inferred,7663,kt,3.68,g/t,908.0,koz,,,ON-MAIN-0aadf28f,,SRC_NewGoldInc_2024_MRMR
RES-857b7b89-2023-1,2023,Gold,Reserves,Probable,11500,kt,8.44,g/t,3100.0,koz,96.0,,BC-MAIN-857b7b89,,SRC_NewmountCorporation_2023_reserves
RES-857b7b89-2023-2,2023,Gold,Resources,Indicated,1800,kt,7.64,g/t,500.0,koz,96.0,,BC-MAIN-857b7b89,,SRC_NewmountCorporation_2023_reserves
RES-857b7b89-2023-3,2023,Gold,Resources,Inferred,12100,kt,10.35,g/t,4000.0,koz,96.0,,BC-MAIN-857b7b89,,SRC_NewmountCorporation_2023_reserves
RES-6dc537e6-2023-1,2023,Gold,Reserves,Probable,6800,kt,5.47,g/t,1200.0,koz,92.0,,QC-MAIN-6dc537e6,,SRC_NewmountCorporation_2023_reserves
RES-6dc537e6-2023-2,2023,Gold,Reserves,Proven,2100,kt,5.08,g/t,300.0,koz,92.0,,QC-MAIN-6dc537e6,,SRC_NewmountCorporation_2023_reserves
RES-6dc537e6-2023-3,2023,Gold,Resources,Indicated,2100,kt,4.7,g/t,300.0,koz,92.0,,QC-MAIN-6dc537e6,,SRC_NewmountCorporation_2023_reserves
RES-6dc537e6-2023-4,2023,Gold,Resources,Inferred,1800,kt,5.7,g/t,300.0,koz,92.0,,QC-MAIN-6dc537e6,,SRC_NewmountCorporation_2023_reserves
RES-6dc537e6-2023-5,2023,Gold,Resources,Measured,700,kt,4.59,g/t,100.0,koz,92.0,,QC-MAIN-6dc537e6,,SRC_NewmountCorporation_2023_reserves
RES-b4655afb-2023-1,2023,Copper,Resources,Indicated,385600,kt,0.47,%,4000.0,Mlbs,93.0,,BC-MAIN-b4655afb,,SRC_NewmountCorporation_2023_reserves
RES-b4655afb-2023-2,2023,Gold,Resources,Indicated,385600,kt,0.22,g/t,2700.0,koz,75.0,,BC-MAIN-b4655afb,,SRC_NewmountCorporation_2023_reserves
RES-b4655afb-2023-3,2023,Copper,Resources,Inferred,118900,kt,0.26,%,700.0,Mlbs,93.0,,BC-MAIN-b4655afb,,SRC_NewmountCorporation_2023_reserves
RES-b4655afb-2023-4,2023,Gold,Resources,Inferred,118900,kt,0.19,g/t,700.0,koz,75.0,,BC-MAIN-b4655afb,,SRC_NewmountCorporation_2023_reserves
RES-b4655afb-2023-5,2023,Copper,Resources,Measured,212800,kt,0.44,%,2100.0,Mlbs,93.0,,BC-MAIN-b4655afb,,SRC_NewmountCorporation_2023_reserves
RES-b4655afb-2023-6,2023,Gold,Resources,Measured,212800,kt,0.29,g/t,2000.0,koz,75.0,,BC-MAIN-b4655afb,,SRC_NewmountCorporation_2023_reserves
RES-fefeaee4-2023-1,2023,Gold,Reserves,Probable,3800,kt,6.3,g/t,800.0,koz,96.0,,ON-MAIN-fefeaee4,,SRC_NewmountCorporation_2023_reserves
RES-fefeaee4-2023-2,2023,Gold,Reserves,Proven,3200,kt,6.78,g/t,700.0,koz,96.0,,ON-MAIN-fefeaee4,,SRC_NewmountCorporation_2023_reserves
RES-fefeaee4-2023-3,2023,Gold,Resources,Indicated,1300,kt,4.17,g/t,200.0,koz,96.0,,ON-MAIN-fefeaee4,,SRC_NewmountCorporation_2023_reserves
RES-fefeaee4-2023-4,2023,Gold,Resources,Inferred,1200,kt,4.96,g/t,200.0,koz,96.0,,ON-MAIN-fefeaee4,,SRC_NewmountCorporation_2023_reserves
RES-fefeaee4-2023-5,2023,Gold,Resources,Measured,900,kt,4.36,g/t,100.0,koz,96.0,,ON-MAIN-fefeaee4,,SRC_NewmountCorporation_2023_reserves
RES-GRP-0d911886-2023-1,2023,Gold,Reserves,Probable,28200,kt,4.93999999999999,g/t,1700.0,koz,93.5,,,GRP-0d911886,SRC_NewmountCorporation_2023_reserves
RES-GRP-0d911886-2023-2,2023,Gold,Reserves,Proven,4600,kt,4.245,g/t,400.0,koz,93.5,,,GRP-0d911886,SRC_NewmountCorporation_2023_reserves
RES-GRP-0d911886-2023-3,2023,Gold,Resources,Indicated,67400,kt,4.27,g/t,3700.0,koz,93.0,,,GRP-0d911886,SRC_NewmountCorporation_2023_reserves
RES-GRP-0d911886-2023-4,2023,Gold,Resources,Inferred,62200,kt,4.75,g/t,3400.0,koz,93.0,,,GRP-0d911886,SRC_NewmountCorporation_2023_reserves
RES-GRP-0d911886-2023-5,2023,Gold,Resources,Measured,300,kt,2.57499999999999,g/t,0.0,koz,93.0,,,GRP-0d911886,SRC_NewmountCorporation_2023_reserves
RES-8eb8be0d-2023-1,2023,Copper,Reserves,Probable,201900,kt,0.51,%,2300.0,Mlbs,84.0,,BC-MAIN-8eb8be0d,,SRC_NewmountCorporation_2023_reserves
RES-8eb8be0d-2023-2,2023,Gold,Reserves,Probable,201900,kt,0.6,g/t,3900.0,koz,68.0,,BC-MAIN-8eb8be0d,,SRC_NewmountCorporation_2023_reserves
RES-8eb8be0d-2023-3,2023,Copper,Resources,Indicated,334700,kt,0.34,%,2500.0,Mlbs,81.0,,BC-MAIN-8eb8be0d,,SRC_NewmountCorporation_2023_reserves
RES-8eb8be0d-2023-4,2023,Gold,Resources,Indicated,334700,kt,0.34,g/t,3600.0,koz,55.0,,BC-MAIN-8eb8be0d,,SRC_NewmountCorporation_2023_reserves
RES-8eb8be0d-2023-5,2023,Copper,Resources,Inferred,62100,kt,0.36,%,500.0,Mlbs,81.0,,BC-MAIN-8eb8be0d,,SRC_NewmountCorporation_2023_reserves
RES-8eb8be0d-2023-6,2023,Gold,Resources,Inferred,62100,kt,0.35,g/t,700.0,koz,55.0,,BC-MAIN-8eb8be0d,,SRC_NewmountCorporation_2023_reserves
RES-GRP-147b3123-2024-1,2024,Gold,Reserves,Proven,5.4,Mt,2.79,g/t,481.4,koz,,,,GRP-147b3123,SRC_PanAmericanSilverCorp_Reserves_2024
RES-GRP-147b3123-2024-2,2024,Gold,Reserves,Probable,4.4,Mt,2.74,g/t,386.2,koz,,,,GRP-147b3123,SRC_PanAmericanSilverCorp_Reserves_2024
RES-GRP-147b3123-2024-3,2024,Gold,Resources,Measured,1.1,Mt,2.48,g/t,85.5,koz,,,,GRP-147b3123,SRC_PanAmericanSilverCorp_Reserves_2024
RES-GRP-147b3123-2024-4,2024,Gold,Resources,Indicated,1.3,Mt,2.76,g/t,114.2,koz,,,,GRP-147b3123,SRC_PanAmericanSilverCorp_Reserves_2024
RES-0ec39ce0-2023-1,2023,Diamonds,Reserves,Proven,1.9,Mt,2.1,carats/t,,,,,NT-MAIN-0ec39ce0,,SRC_RioTinto_rt-fact-book-addendum
RES-0ec39ce0-2023-2,2023,Diamonds,Reserves,Probable,1.3,Mt,2.3,carats/t,,,,,NT-MAIN-0ec39ce0,,SRC_RioTinto_rt-fact-book-addendum
RES-0ec39ce0-2023-3,2023,Diamonds,Resources,Measured,1.5,Mt,2.4,carats/t,,,,,NT-MAIN-0ec39ce0,,SRC_RioTinto_rt-fact-book-addendum
RES-0ec39ce0-2023-4,2023,Diamonds,Resources,Indicated,2.4,Mt,2.7,carats/t,,,,,NT-MAIN-0ec39ce0,,SRC_RioTinto_rt-fact-book-addendum
RES-0ec39ce0-2023-5,2023,Diamonds,Resources,Inferred,0.3,Mt,2.1,carats/t,,,,,NT-MAIN-0ec39ce0,,SRC_RioTinto_rt-fact-book-addendum
RES-dc1a16f9-2023-1,2023,Lithium,Resources,Total,58,Mt,,,,,,,QC-MAIN-dc1a16f9,,SRC_SayonaQuébecInc_AR_2023
RES-f4fc3276-2023-1,2023,Gold,Reserves,Proved,2,Mt,5.8,g/t,0.0,koz,,,ON-MAIN-f4fc3276,,SRC_SilverLakeResourcesLtd._sugar-zone
RES-f4fc3276-2023-2,2023,Gold,Reserves,Probable,2872,Mt,5.5,g/t,506.0,koz,,,ON-MAIN-f4fc3276,,SRC_SilverLakeResourcesLtd._sugar-zone
RES-f4fc3276-2023-3,2023,Gold,Resources,Measured & Indicated,2.8,Mt,8.5,g/t,768.0,koz,,,ON-MAIN-f4fc3276,,SRC_SilverLakeResourcesLtd._sugar-zone
RES-f4fc3276-2023-4,2023,Gold,Resources,Inferred,2.03,Mt,7.8,g/t,510.0,koz,,,ON-MAIN-f4fc3276,,SRC_SilverLakeResourcesLtd._sugar-zone
RES-GRP-14bfbb82-2024-1,2024,Gold,Reserves,Proven,335,kt,6.11,g/t,66.0,koz,96.0,,,GRP-14bfbb82,SRC_SSRMiningInc_Reserves-and-Resources_2024
RES-GRP-14bfbb82-2024-2,2024,Gold,Reserves,Probable,1466,kt,5.16,g/t,243.0,koz,96.0,,,GRP-14bfbb82,SRC_SSRMiningInc_Reserves-and-Resources_2024
RES-GRP-14bfbb82-2024-3,2024,Gold,Resources,Measured,290,kt,6.34,g/t,59.0,koz,,,,GRP-14bfbb82,SRC_SSRMiningInc_Reserves-and-Resources_2024
RES-GRP-14bfbb82-2024-4,2024,Gold,Resources,Indicated,2150,kt,5.1,g/t,352.0,koz,,,,GRP-14bfbb82,SRC_SSRMiningInc_Reserves-and-Resources_2024
RES-GRP-14bfbb82-2024-5,2024,Gold,Resources,Inferred,1464,kt,4.37,g/t,206.0,koz,,,,GRP-14bfbb82,SRC_SSRMiningInc_Reserves-and-Resources_2024
RES-c9c77a59-2024-1,2024,Gold,Resources,?,56.5,kt,1.1,g/t,1980.0,koz,,,NS-MAIN-c9c77a59,,SRC_StBarbaraLimited_MRMR-2024
RES-c9c77a59-2024-2,2024,Gold,Reserves,?,38.3,kt,1.1,g/t,1350.0,koz,,,NS-MAIN-c9c77a59,,SRC_StBarbaraLimited_MRMR-2024
RES-b64bae7a-2023-1,2023,Iron,Reserves,Total,207600,kt,,,,,,,NL-MAIN-b64bae7a,,SRC_TacoraResourcesInc._Tacora_Resources_Scully_Mine
RES-6b4800fe-2024-1,2024,Copper,Reserves,Proven,437,million short tons,0.26,%,,,,,BC-MAIN-6b4800fe,,SRC_TasekoMinesLimited_reserves-and-resources
RES-6b4800fe-2024-2,2024,Molybdenum,Reserves,Proven,437,million short tons,0.22,%,,,,,BC-MAIN-6b4800fe,,SRC_TasekoMinesLimited_reserves-and-resources
RES-6b4800fe-2024-3,2024,Copper,Reserves,Probable,168,million short tons,0.22,%,,,,,BC-MAIN-6b4800fe,,SRC_TasekoMinesLimited_reserves-and-resources
RES-6b4800fe-2024-4,2024,Molybdenum,Reserves,Probable,168,million short tons,0.008,%,,,,,BC-MAIN-6b4800fe,,SRC_TasekoMinesLimited_reserves-and-resources
RES-6b4800fe-2024-5,2024,Copper,Reserves,Probable,5,million short tons,0.11,%,,,,,BC-MAIN-6b4800fe,,SRC_TasekoMinesLimited_reserves-and-resources
RES-6b4800fe-2024-6,2024,Copper,Resources,Measured,767,million short tons,0.25,%,,,,,BC-MAIN-6b4800fe,,SRC_TasekoMinesLimited_reserves-and-resources
RES-6b4800fe-2024-7,2024,Molybdenum,Resources,Measured,767,million short tons,0.008,%,,,,,BC-MAIN-6b4800fe,,SRC_TasekoMinesLimited_reserves-and-resources
RES-6b4800fe-2024-8,2024,Copper,Resources,Indicated,342,million short tons,0.23,%,,,,,BC-MAIN-6b4800fe,,SRC_TasekoMinesLimited_reserves-and-resources
RES-6b4800fe-2024-9,2024,Molybdenum,Resources,Indicated,342,million short tons,0.007,%,,,,,BC-MAIN-6b4800fe,,SRC_TasekoMinesLimited_reserves-and-resources
RES-cb85213a-2024-1,2024,Gold,Reserves,Proven,433,kt,15.6,g/t,217.0,koz,,,ON-MAIN-cb85213a,,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL
RES-cb85213a-2024-2,2024,Gold,Reserves,Probable,794,kt,10.4,g/t,265.0,koz,,,ON-MAIN-cb85213a,,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL
RES-cb85213a-2024-3,2024,Gold,Resources,Measured,250,kt,11.6,g/t,93.0,koz,,,ON-MAIN-cb85213a,,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL
RES-cb85213a-2024-4,2024,Gold,Resources,Indicated,557,kt,7.5,g/t,135.0,koz,,,ON-MAIN-cb85213a,,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL
RES-cb85213a-2024-5,2024,Gold,Resources,Inferred,2749,kt,2.6,g/t,229.0,koz,,,ON-MAIN-cb85213a,,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL
RES-9de9bb0d-2024-1,2024,Gold,Reserves,Proven,305,kt,11,g/t,107.0,koz,,,QC-MAIN-9de9bb0d,,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL
RES-9de9bb0d-2024-2,2024,Gold,Reserves,Probable,2076,kt,8.9,g/t,592.0,koz,,,QC-MAIN-9de9bb0d,,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL
RES-9de9bb0d-2024-3,2024,Gold,Resources,Measured,58,kt,10.2,g/t,19.0,koz,,,QC-MAIN-9de9bb0d,,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL
RES-9de9bb0d-2024-4,2024,Gold,Resources,Indicated,789,kt,5.4,g/t,138.0,koz,,,QC-MAIN-9de9bb0d,,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL
RES-9de9bb0d-2024-5,2024,Gold,Resources,Inferred,2536,kt,5,g/t,411.0,koz,,,QC-MAIN-9de9bb0d,,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL
