carbon_stock_ecosystems_id,pool,variable,unit,value,main_id,facility_group_id,source_id
carbon_stock-92cdea80-3,agbc,mean_prim,tC/ha,53.0,ON-MAIN-92cdea80,,https://zenodo.org/records/15777016
carbon_stock-92cdea80-4,bgbc,area_ha,ha,61.916485,ON-MAIN-92cdea80,,https://zenodo.org/records/15777016
carbon_stock-92cdea80-5,bgbc,mean_act,tC/ha,1.0,ON-MAIN-92cdea80,,https://zenodo.org/records/15777016
carbon_stock-92cdea80-6,bgbc,mean_prim,tC/ha,13.0,ON-MAIN-92cdea80,,https://zenodo.org/records/15777016
carbon_stock-92cdea80-7,soc,area_ha,ha,61.916485,ON-MAIN-92cdea80,,https://zenodo.org/records/15777016
carbon_stock-92cdea80-8,soc,mean_act,tC/ha,77.0,ON-MAIN-92cdea80,,https://zenodo.org/records/15777016
carbon_stock-92cdea80-9,soc,mean_prim,tC/ha,83.0,ON-MAIN-92cdea80,,https://zenodo.org/records/15777016
carbon_stock-97ee890f-1,agbc,area_ha,ha,54.716877,ON-MAIN-97ee890f,,https://zenodo.org/records/15777016
carbon_stock-97ee890f-2,agbc,mean_act,tC/ha,49.0,ON-MAIN-97ee890f,,https://zenodo.org/records/15777016
carbon_stock-97ee890f-3,agbc,mean_prim,tC/ha,50.0,ON-MAIN-97ee890f,,https://zenodo.org/records/15777016
carbon_stock-97ee890f-4,bgbc,area_ha,ha,54.716877,ON-MAIN-97ee890f,,https://zenodo.org/records/15777016
carbon_stock-97ee890f-5,bgbc,mean_act,tC/ha,12.0,ON-MAIN-97ee890f,,https://zenodo.org/records/15777016
carbon_stock-97ee890f-6,bgbc,mean_prim,tC/ha,13.0,ON-MAIN-97ee890f,,https://zenodo.org/records/15777016
carbon_stock-97ee890f-7,soc,area_ha,ha,54.716877,ON-MAIN-97ee890f,,https://zenodo.org/records/15777016
carbon_stock-97ee890f-8,soc,mean_act,tC/ha,76.0,ON-MAIN-97ee890f,,https://zenodo.org/records/15777016
carbon_stock-97ee890f-9,soc,mean_prim,tC/ha,81.0,ON-MAIN-97ee890f,,https://zenodo.org/records/15777016
carbon_stock-9a34108c-1,agbc,area_ha,ha,59.19038,ON-MAIN-9a34108c,,https://zenodo.org/records/15777016
carbon_stock-9a34108c-2,agbc,mean_act,tC/ha,33.0,ON-MAIN-9a34108c,,https://zenodo.org/records/15777016
carbon_stock-9a34108c-3,agbc,mean_prim,tC/ha,66.0,ON-MAIN-9a34108c,,https://zenodo.org/records/15777016
carbon_stock-9a34108c-4,bgbc,area_ha,ha,59.19038,ON-MAIN-9a34108c,,https://zenodo.org/records/15777016
carbon_stock-9a34108c-5,bgbc,mean_act,tC/ha,7.0,ON-MAIN-9a34108c,,https://zenodo.org/records/15777016
carbon_stock-9a34108c-6,bgbc,mean_prim,tC/ha,18.0,ON-MAIN-9a34108c,,https://zenodo.org/records/15777016
carbon_stock-9a34108c-7,soc,area_ha,ha,59.19038,ON-MAIN-9a34108c,,https://zenodo.org/records/15777016
carbon_stock-9a34108c-8,soc,mean_act,tC/ha,59.0,ON-MAIN-9a34108c,,https://zenodo.org/records/15777016
carbon_stock-9a34108c-9,soc,mean_prim,tC/ha,67.0,ON-MAIN-9a34108c,,https://zenodo.org/records/15777016
carbon_stock-a3c56a83-1,agbc,area_ha,ha,56.137913,ON-MAIN-a3c56a83,,https://zenodo.org/records/15777016
carbon_stock-a3c56a83-2,agbc,mean_act,tC/ha,14.0,ON-MAIN-a3c56a83,,https://zenodo.org/records/15777016
carbon_stock-a3c56a83-3,agbc,mean_prim,tC/ha,51.0,ON-MAIN-a3c56a83,,https://zenodo.org/records/15777016
carbon_stock-a3c56a83-4,bgbc,area_ha,ha,56.137913,ON-MAIN-a3c56a83,,https://zenodo.org/records/15777016
carbon_stock-a3c56a83-5,bgbc,mean_act,tC/ha,5.0,ON-MAIN-a3c56a83,,https://zenodo.org/records/15777016
carbon_stock-a3c56a83-6,bgbc,mean_prim,tC/ha,14.0,ON-MAIN-a3c56a83,,https://zenodo.org/records/15777016
carbon_stock-a3c56a83-7,soc,area_ha,ha,56.137913,ON-MAIN-a3c56a83,,https://zenodo.org/records/15777016
carbon_stock-a3c56a83-8,soc,mean_act,tC/ha,69.0,ON-MAIN-a3c56a83,,https://zenodo.org/records/15777016
carbon_stock-a3c56a83-9,soc,mean_prim,tC/ha,79.0,ON-MAIN-a3c56a83,,https://zenodo.org/records/15777016
carbon_stock-aeafbb59-1,agbc,area_ha,ha,55.16793,ON-MAIN-aeafbb59,,https://zenodo.org/records/15777016
carbon_stock-aeafbb59-2,agbc,mean_act,tC/ha,15.0,ON-MAIN-aeafbb59,,https://zenodo.org/records/15777016
carbon_stock-aeafbb59-3,agbc,mean_prim,tC/ha,22.0,ON-MAIN-aeafbb59,,https://zenodo.org/records/15777016
carbon_stock-aeafbb59-4,bgbc,area_ha,ha,55.16793,ON-MAIN-aeafbb59,,https://zenodo.org/records/15777016
carbon_stock-aeafbb59-5,bgbc,mean_act,tC/ha,4.0,ON-MAIN-aeafbb59,,https://zenodo.org/records/15777016
carbon_stock-aeafbb59-6,bgbc,mean_prim,tC/ha,6.0,ON-MAIN-aeafbb59,,https://zenodo.org/records/15777016
carbon_stock-aeafbb59-7,soc,area_ha,ha,55.16793,ON-MAIN-aeafbb59,,https://zenodo.org/records/15777016
carbon_stock-aeafbb59-8,soc,mean_act,tC/ha,85.0,ON-MAIN-aeafbb59,,https://zenodo.org/records/15777016
carbon_stock-aeafbb59-9,soc,mean_prim,tC/ha,102.0,ON-MAIN-aeafbb59,,https://zenodo.org/records/15777016
carbon_stock-b1d981ca-1,agbc,area_ha,ha,59.19038,ON-MAIN-b1d981ca,,https://zenodo.org/records/15777016
carbon_stock-b1d981ca-2,agbc,mean_act,tC/ha,38.0,ON-MAIN-b1d981ca,,https://zenodo.org/records/15777016
carbon_stock-b1d981ca-3,agbc,mean_prim,tC/ha,66.0,ON-MAIN-b1d981ca,,https://zenodo.org/records/15777016
carbon_stock-b1d981ca-4,bgbc,area_ha,ha,59.19038,ON-MAIN-b1d981ca,,https://zenodo.org/records/15777016
carbon_stock-b1d981ca-5,bgbc,mean_act,tC/ha,9.0,ON-MAIN-b1d981ca,,https://zenodo.org/records/15777016
carbon_stock-b1d981ca-6,bgbc,mean_prim,tC/ha,18.0,ON-MAIN-b1d981ca,,https://zenodo.org/records/15777016
carbon_stock-b1d981ca-7,soc,area_ha,ha,59.19038,ON-MAIN-b1d981ca,,https://zenodo.org/records/15777016
carbon_stock-b1d981ca-8,soc,mean_act,tC/ha,60.0,ON-MAIN-b1d981ca,,https://zenodo.org/records/15777016
carbon_stock-b1d981ca-9,soc,mean_prim,tC/ha,68.0,ON-MAIN-b1d981ca,,https://zenodo.org/records/15777016
carbon_stock-b2e5c9bb-1,agbc,area_ha,ha,62.99621,ON-MAIN-b2e5c9bb,,https://zenodo.org/records/15777016
carbon_stock-b2e5c9bb-2,agbc,mean_act,tC/ha,6.0,ON-MAIN-b2e5c9bb,,https://zenodo.org/records/15777016
carbon_stock-b2e5c9bb-3,agbc,mean_prim,tC/ha,57.0,ON-MAIN-b2e5c9bb,,https://zenodo.org/records/15777016
carbon_stock-b2e5c9bb-4,bgbc,area_ha,ha,62.99621,ON-MAIN-b2e5c9bb,,https://zenodo.org/records/15777016
carbon_stock-b2e5c9bb-5,bgbc,mean_act,tC/ha,2.0,ON-MAIN-b2e5c9bb,,https://zenodo.org/records/15777016
carbon_stock-b2e5c9bb-6,bgbc,mean_prim,tC/ha,15.0,ON-MAIN-b2e5c9bb,,https://zenodo.org/records/15777016
carbon_stock-b2e5c9bb-7,soc,area_ha,ha,62.99621,ON-MAIN-b2e5c9bb,,https://zenodo.org/records/15777016
carbon_stock-b2e5c9bb-8,soc,mean_act,tC/ha,66.0,ON-MAIN-b2e5c9bb,,https://zenodo.org/records/15777016
carbon_stock-b2e5c9bb-9,soc,mean_prim,tC/ha,73.0,ON-MAIN-b2e5c9bb,,https://zenodo.org/records/15777016
carbon_stock-bddeaef0-1,agbc,area_ha,ha,62.416103,ON-MAIN-bddeaef0,,https://zenodo.org/records/15777016
carbon_stock-bddeaef0-2,agbc,mean_act,tC/ha,22.0,ON-MAIN-bddeaef0,,https://zenodo.org/records/15777016
carbon_stock-bddeaef0-3,agbc,mean_prim,tC/ha,63.0,ON-MAIN-bddeaef0,,https://zenodo.org/records/15777016
carbon_stock-bddeaef0-4,bgbc,area_ha,ha,62.416103,ON-MAIN-bddeaef0,,https://zenodo.org/records/15777016
carbon_stock-bddeaef0-5,bgbc,mean_act,tC/ha,5.0,ON-MAIN-bddeaef0,,https://zenodo.org/records/15777016
carbon_stock-bddeaef0-6,bgbc,mean_prim,tC/ha,17.0,ON-MAIN-bddeaef0,,https://zenodo.org/records/15777016
carbon_stock-bddeaef0-7,soc,area_ha,ha,62.416103,ON-MAIN-bddeaef0,,https://zenodo.org/records/15777016
carbon_stock-bddeaef0-8,soc,mean_act,tC/ha,71.0,ON-MAIN-bddeaef0,,https://zenodo.org/records/15777016
carbon_stock-bddeaef0-9,soc,mean_prim,tC/ha,72.0,ON-MAIN-bddeaef0,,https://zenodo.org/records/15777016
carbon_stock-be399420-1,agbc,area_ha,ha,56.571327,ON-MAIN-be399420,,https://zenodo.org/records/15777016
carbon_stock-be399420-2,agbc,mean_act,tC/ha,45.0,ON-MAIN-be399420,,https://zenodo.org/records/15777016
carbon_stock-be399420-3,agbc,mean_prim,tC/ha,50.0,ON-MAIN-be399420,,https://zenodo.org/records/15777016
carbon_stock-be399420-4,bgbc,area_ha,ha,56.571327,ON-MAIN-be399420,,https://zenodo.org/records/15777016
carbon_stock-be399420-5,bgbc,mean_act,tC/ha,11.0,ON-MAIN-be399420,,https://zenodo.org/records/15777016
carbon_stock-be399420-6,bgbc,mean_prim,tC/ha,13.0,ON-MAIN-be399420,,https://zenodo.org/records/15777016
carbon_stock-be399420-7,soc,area_ha,ha,56.571327,ON-MAIN-be399420,,https://zenodo.org/records/15777016
carbon_stock-be399420-8,soc,mean_act,tC/ha,78.0,ON-MAIN-be399420,,https://zenodo.org/records/15777016
carbon_stock-be399420-9,soc,mean_prim,tC/ha,78.0,ON-MAIN-be399420,,https://zenodo.org/records/15777016
carbon_stock-bfbcd72e-1,agbc,area_ha,ha,56.833908,ON-MAIN-bfbcd72e,GRP-147b3123,https://zenodo.org/records/15777016
carbon_stock-bfbcd72e-2,agbc,mean_act,tC/ha,19.0,ON-MAIN-bfbcd72e,GRP-147b3123,https://zenodo.org/records/15777016
carbon_stock-bfbcd72e-3,agbc,mean_prim,tC/ha,50.0,ON-MAIN-bfbcd72e,GRP-147b3123,https://zenodo.org/records/15777016
carbon_stock-bfbcd72e-4,bgbc,area_ha,ha,56.833908,ON-MAIN-bfbcd72e,GRP-147b3123,https://zenodo.org/records/15777016
carbon_stock-bfbcd72e-5,bgbc,mean_act,tC/ha,7.0,ON-MAIN-bfbcd72e,GRP-147b3123,https://zenodo.org/records/15777016
carbon_stock-bfbcd72e-6,bgbc,mean_prim,tC/ha,14.0,ON-MAIN-bfbcd72e,GRP-147b3123,https://zenodo.org/records/15777016
carbon_stock-bfbcd72e-7,soc,area_ha,ha,56.833908,ON-MAIN-bfbcd72e,GRP-147b3123,https://zenodo.org/records/15777016
carbon_stock-bfbcd72e-8,soc,mean_act,tC/ha,100.0,ON-MAIN-bfbcd72e,GRP-147b3123,https://zenodo.org/records/15777016
carbon_stock-bfbcd72e-9,soc,mean_prim,tC/ha,100.0,ON-MAIN-bfbcd72e,GRP-147b3123,https://zenodo.org/records/15777016
carbon_stock-c06904f0-1,agbc,area_ha,ha,52.14632,ON-MAIN-c06904f0,,https://zenodo.org/records/15777016
carbon_stock-c06904f0-2,agbc,mean_act,tC/ha,42.0,ON-MAIN-c06904f0,,https://zenodo.org/records/15777016
carbon_stock-c06904f0-3,agbc,mean_prim,tC/ha,42.0,ON-MAIN-c06904f0,,https://zenodo.org/records/15777016
carbon_stock-c06904f0-4,bgbc,area_ha,ha,52.14632,ON-MAIN-c06904f0,,https://zenodo.org/records/15777016
carbon_stock-c06904f0-5,bgbc,mean_act,tC/ha,10.0,ON-MAIN-c06904f0,,https://zenodo.org/records/15777016
carbon_stock-c06904f0-6,bgbc,mean_prim,tC/ha,11.0,ON-MAIN-c06904f0,,https://zenodo.org/records/15777016
carbon_stock-c06904f0-7,soc,area_ha,ha,52.14632,ON-MAIN-c06904f0,,https://zenodo.org/records/15777016
carbon_stock-c06904f0-8,soc,mean_act,tC/ha,76.0,ON-MAIN-c06904f0,,https://zenodo.org/records/15777016
carbon_stock-c06904f0-9,soc,mean_prim,tC/ha,83.0,ON-MAIN-c06904f0,,https://zenodo.org/records/15777016
carbon_stock-c5fefb01-1,agbc,area_ha,ha,57.328346,ON-MAIN-c5fefb01,,https://zenodo.org/records/15777016
carbon_stock-c5fefb01-2,agbc,mean_act,tC/ha,49.0,ON-MAIN-c5fefb01,,https://zenodo.org/records/15777016
carbon_stock-c5fefb01-3,agbc,mean_prim,tC/ha,66.0,ON-MAIN-c5fefb01,,https://zenodo.org/records/15777016
carbon_stock-c5fefb01-4,bgbc,area_ha,ha,57.328346,ON-MAIN-c5fefb01,,https://zenodo.org/records/15777016
carbon_stock-c5fefb01-5,bgbc,mean_act,tC/ha,13.0,ON-MAIN-c5fefb01,,https://zenodo.org/records/15777016
carbon_stock-c5fefb01-6,bgbc,mean_prim,tC/ha,17.0,ON-MAIN-c5fefb01,,https://zenodo.org/records/15777016
carbon_stock-c5fefb01-7,soc,area_ha,ha,57.328346,ON-MAIN-c5fefb01,,https://zenodo.org/records/15777016
carbon_stock-c5fefb01-8,soc,mean_act,tC/ha,72.0,ON-MAIN-c5fefb01,,https://zenodo.org/records/15777016
carbon_stock-c5fefb01-9,soc,mean_prim,tC/ha,72.0,ON-MAIN-c5fefb01,,https://zenodo.org/records/15777016
carbon_stock-cb85213a-1,agbc,area_ha,ha,57.467667,ON-MAIN-cb85213a,,https://zenodo.org/records/15777016
carbon_stock-cb85213a-2,agbc,mean_act,tC/ha,55.0,ON-MAIN-cb85213a,,https://zenodo.org/records/15777016
carbon_stock-cb85213a-3,agbc,mean_prim,tC/ha,66.0,ON-MAIN-cb85213a,,https://zenodo.org/records/15777016
carbon_stock-cb85213a-4,bgbc,area_ha,ha,57.467667,ON-MAIN-cb85213a,,https://zenodo.org/records/15777016
carbon_stock-cb85213a-5,bgbc,mean_act,tC/ha,15.0,ON-MAIN-cb85213a,,https://zenodo.org/records/15777016
carbon_stock-cb85213a-6,bgbc,mean_prim,tC/ha,17.0,ON-MAIN-cb85213a,,https://zenodo.org/records/15777016
carbon_stock-cb85213a-7,soc,area_ha,ha,57.467667,ON-MAIN-cb85213a,,https://zenodo.org/records/15777016
carbon_stock-cb85213a-8,soc,mean_act,tC/ha,52.0,ON-MAIN-cb85213a,,https://zenodo.org/records/15777016
carbon_stock-cb85213a-9,soc,mean_prim,tC/ha,72.0,ON-MAIN-cb85213a,,https://zenodo.org/records/15777016
carbon_stock-d47616e5-1,agbc,area_ha,ha,54.832283,ON-MAIN-d47616e5,,https://zenodo.org/records/15777016
carbon_stock-d47616e5-2,agbc,mean_act,tC/ha,32.0,ON-MAIN-d47616e5,,https://zenodo.org/records/15777016
carbon_stock-d47616e5-3,agbc,mean_prim,tC/ha,37.0,ON-MAIN-d47616e5,,https://zenodo.org/records/15777016
carbon_stock-d47616e5-4,bgbc,area_ha,ha,54.832283,ON-MAIN-d47616e5,,https://zenodo.org/records/15777016
carbon_stock-d47616e5-5,bgbc,mean_act,tC/ha,11.0,ON-MAIN-d47616e5,,https://zenodo.org/records/15777016
carbon_stock-d47616e5-6,bgbc,mean_prim,tC/ha,11.0,ON-MAIN-d47616e5,,https://zenodo.org/records/15777016
carbon_stock-d47616e5-7,soc,area_ha,ha,54.832283,ON-MAIN-d47616e5,,https://zenodo.org/records/15777016
carbon_stock-d47616e5-8,soc,mean_act,tC/ha,103.0,ON-MAIN-d47616e5,,https://zenodo.org/records/15777016
carbon_stock-d47616e5-9,soc,mean_prim,tC/ha,105.0,ON-MAIN-d47616e5,,https://zenodo.org/records/15777016
carbon_stock-dca9cce7-1,agbc,area_ha,ha,60.25803,ON-MAIN-dca9cce7,,https://zenodo.org/records/15777016
carbon_stock-dca9cce7-2,agbc,mean_act,tC/ha,6.0,ON-MAIN-dca9cce7,,https://zenodo.org/records/15777016
carbon_stock-dca9cce7-3,agbc,mean_prim,tC/ha,57.0,ON-MAIN-dca9cce7,,https://zenodo.org/records/15777016
carbon_stock-dca9cce7-4,bgbc,area_ha,ha,60.25803,ON-MAIN-dca9cce7,,https://zenodo.org/records/15777016
carbon_stock-dca9cce7-5,bgbc,mean_act,tC/ha,2.0,ON-MAIN-dca9cce7,,https://zenodo.org/records/15777016
carbon_stock-dca9cce7-6,bgbc,mean_prim,tC/ha,16.0,ON-MAIN-dca9cce7,,https://zenodo.org/records/15777016
carbon_stock-dca9cce7-7,soc,area_ha,ha,60.25803,ON-MAIN-dca9cce7,,https://zenodo.org/records/15777016
carbon_stock-dca9cce7-8,soc,mean_act,tC/ha,78.0,ON-MAIN-dca9cce7,,https://zenodo.org/records/15777016
carbon_stock-dca9cce7-9,soc,mean_prim,tC/ha,78.0,ON-MAIN-dca9cce7,,https://zenodo.org/records/15777016
carbon_stock-de2f9639-1,agbc,area_ha,ha,59.10891,ON-MAIN-de2f9639,GRP-dc07540b,https://zenodo.org/records/15777016
carbon_stock-de2f9639-2,agbc,mean_act,tC/ha,8.0,ON-MAIN-de2f9639,GRP-dc07540b,https://zenodo.org/records/15777016
carbon_stock-de2f9639-3,agbc,mean_prim,tC/ha,65.0,ON-MAIN-de2f9639,GRP-dc07540b,https://zenodo.org/records/15777016
carbon_stock-de2f9639-4,bgbc,area_ha,ha,59.10891,ON-MAIN-de2f9639,GRP-dc07540b,https://zenodo.org/records/15777016
carbon_stock-de2f9639-5,bgbc,mean_act,tC/ha,3.0,ON-MAIN-de2f9639,GRP-dc07540b,https://zenodo.org/records/15777016
carbon_stock-de2f9639-6,bgbc,mean_prim,tC/ha,17.0,ON-MAIN-de2f9639,GRP-dc07540b,https://zenodo.org/records/15777016
carbon_stock-de2f9639-7,soc,area_ha,ha,59.10891,ON-MAIN-de2f9639,GRP-dc07540b,https://zenodo.org/records/15777016
carbon_stock-de2f9639-8,soc,mean_act,tC/ha,70.0,ON-MAIN-de2f9639,GRP-dc07540b,https://zenodo.org/records/15777016
carbon_stock-de2f9639-9,soc,mean_prim,tC/ha,70.0,ON-MAIN-de2f9639,GRP-dc07540b,https://zenodo.org/records/15777016
carbon_stock-e928d96a-1,agbc,area_ha,ha,62.089268,ON-MAIN-e928d96a,,https://zenodo.org/records/15777016
carbon_stock-e928d96a-2,agbc,mean_act,tC/ha,2.0,ON-MAIN-e928d96a,,https://zenodo.org/records/15777016
carbon_stock-e928d96a-3,agbc,mean_prim,tC/ha,58.0,ON-MAIN-e928d96a,,https://zenodo.org/records/15777016
carbon_stock-e928d96a-4,bgbc,area_ha,ha,62.089268,ON-MAIN-e928d96a,,https://zenodo.org/records/15777016
carbon_stock-e928d96a-5,bgbc,mean_act,tC/ha,1.0,ON-MAIN-e928d96a,,https://zenodo.org/records/15777016
carbon_stock-e928d96a-6,bgbc,mean_prim,tC/ha,16.0,ON-MAIN-e928d96a,,https://zenodo.org/records/15777016
carbon_stock-e928d96a-7,soc,area_ha,ha,62.089268,ON-MAIN-e928d96a,,https://zenodo.org/records/15777016
carbon_stock-e928d96a-8,soc,mean_act,tC/ha,82.0,ON-MAIN-e928d96a,,https://zenodo.org/records/15777016
carbon_stock-e928d96a-9,soc,mean_prim,tC/ha,82.0,ON-MAIN-e928d96a,,https://zenodo.org/records/15777016
carbon_stock-eab8c362-1,agbc,area_ha,ha,59.08173,ON-MAIN-eab8c362,,https://zenodo.org/records/15777016
carbon_stock-eab8c362-2,agbc,mean_act,tC/ha,5.0,ON-MAIN-eab8c362,,https://zenodo.org/records/15777016
carbon_stock-eab8c362-3,agbc,mean_prim,tC/ha,54.0,ON-MAIN-eab8c362,,https://zenodo.org/records/15777016
carbon_stock-eab8c362-4,bgbc,area_ha,ha,59.08173,ON-MAIN-eab8c362,,https://zenodo.org/records/15777016
carbon_stock-eab8c362-5,bgbc,mean_act,tC/ha,1.0,ON-MAIN-eab8c362,,https://zenodo.org/records/15777016
carbon_stock-eab8c362-6,bgbc,mean_prim,tC/ha,15.0,ON-MAIN-eab8c362,,https://zenodo.org/records/15777016
carbon_stock-eab8c362-7,soc,area_ha,ha,59.08173,ON-MAIN-eab8c362,,https://zenodo.org/records/15777016
carbon_stock-eab8c362-8,soc,mean_act,tC/ha,51.0,ON-MAIN-eab8c362,,https://zenodo.org/records/15777016
carbon_stock-eab8c362-9,soc,mean_prim,tC/ha,74.0,ON-MAIN-eab8c362,,https://zenodo.org/records/15777016
carbon_stock-ed85ac94-1,agbc,area_ha,ha,58.91841,ON-MAIN-ed85ac94,GRP-de097f20,https://zenodo.org/records/15777016
carbon_stock-ed85ac94-2,agbc,mean_act,tC/ha,26.0,ON-MAIN-ed85ac94,GRP-de097f20,https://zenodo.org/records/15777016
carbon_stock-ed85ac94-3,agbc,mean_prim,tC/ha,68.0,ON-MAIN-ed85ac94,GRP-de097f20,https://zenodo.org/records/15777016
carbon_stock-ed85ac94-4,bgbc,area_ha,ha,58.91841,ON-MAIN-ed85ac94,GRP-de097f20,https://zenodo.org/records/15777016
carbon_stock-ed85ac94-5,bgbc,mean_act,tC/ha,7.0,ON-MAIN-ed85ac94,GRP-de097f20,https://zenodo.org/records/15777016
carbon_stock-ed85ac94-6,bgbc,mean_prim,tC/ha,19.0,ON-MAIN-ed85ac94,GRP-de097f20,https://zenodo.org/records/15777016
carbon_stock-ed85ac94-7,soc,area_ha,ha,58.91841,ON-MAIN-ed85ac94,GRP-de097f20,https://zenodo.org/records/15777016
carbon_stock-ed85ac94-8,soc,mean_act,tC/ha,69.0,ON-MAIN-ed85ac94,GRP-de097f20,https://zenodo.org/records/15777016
carbon_stock-ed85ac94-9,soc,mean_prim,tC/ha,73.0,ON-MAIN-ed85ac94,GRP-de097f20,https://zenodo.org/records/15777016
carbon_stock-eda110b0-1,agbc,area_ha,ha,55.81595,ON-MAIN-eda110b0,,https://zenodo.org/records/15777016
carbon_stock-eda110b0-2,agbc,mean_act,tC/ha,47.0,ON-MAIN-eda110b0,,https://zenodo.org/records/15777016
carbon_stock-eda110b0-3,agbc,mean_prim,tC/ha,49.0,ON-MAIN-eda110b0,,https://zenodo.org/records/15777016
carbon_stock-eda110b0-4,bgbc,area_ha,ha,55.81595,ON-MAIN-eda110b0,,https://zenodo.org/records/15777016
carbon_stock-eda110b0-5,bgbc,mean_act,tC/ha,14.0,ON-MAIN-eda110b0,,https://zenodo.org/records/15777016
carbon_stock-eda110b0-6,bgbc,mean_prim,tC/ha,14.0,ON-MAIN-eda110b0,,https://zenodo.org/records/15777016
carbon_stock-eda110b0-7,soc,area_ha,ha,55.81595,ON-MAIN-eda110b0,,https://zenodo.org/records/15777016
carbon_stock-eda110b0-8,soc,mean_act,tC/ha,84.0,ON-MAIN-eda110b0,,https://zenodo.org/records/15777016
carbon_stock-eda110b0-9,soc,mean_prim,tC/ha,84.0,ON-MAIN-eda110b0,,https://zenodo.org/records/15777016
carbon_stock-f080c409-1,agbc,area_ha,ha,59.117966,ON-MAIN-f080c409,GRP-dc07540b,https://zenodo.org/records/15777016
carbon_stock-f080c409-2,agbc,mean_act,tC/ha,6.0,ON-MAIN-f080c409,GRP-dc07540b,https://zenodo.org/records/15777016
carbon_stock-f080c409-3,agbc,mean_prim,tC/ha,66.0,ON-MAIN-f080c409,GRP-dc07540b,https://zenodo.org/records/15777016
carbon_stock-f080c409-4,bgbc,area_ha,ha,59.117966,ON-MAIN-f080c409,GRP-dc07540b,https://zenodo.org/records/15777016
carbon_stock-f080c409-5,bgbc,mean_act,tC/ha,2.0,ON-MAIN-f080c409,GRP-dc07540b,https://zenodo.org/records/15777016
carbon_stock-f080c409-6,bgbc,mean_prim,tC/ha,18.0,ON-MAIN-f080c409,GRP-dc07540b,https://zenodo.org/records/15777016
carbon_stock-f080c409-7,soc,area_ha,ha,59.117966,ON-MAIN-f080c409,GRP-dc07540b,https://zenodo.org/records/15777016
carbon_stock-f080c409-8,soc,mean_act,tC/ha,70.0,ON-MAIN-f080c409,GRP-dc07540b,https://zenodo.org/records/15777016
carbon_stock-f080c409-9,soc,mean_prim,tC/ha,76.0,ON-MAIN-f080c409,GRP-dc07540b,https://zenodo.org/records/15777016
carbon_stock-f3e6ff08-1,agbc,area_ha,ha,57.030224,ON-MAIN-f3e6ff08,GRP-147b3123,https://zenodo.org/records/15777016
carbon_stock-f3e6ff08-2,agbc,mean_act,tC/ha,53.0,ON-MAIN-f3e6ff08,GRP-147b3123,https://zenodo.org/records/15777016
carbon_stock-f3e6ff08-3,agbc,mean_prim,tC/ha,62.0,ON-MAIN-f3e6ff08,GRP-147b3123,https://zenodo.org/records/15777016
carbon_stock-f3e6ff08-4,bgbc,area_ha,ha,57.030224,ON-MAIN-f3e6ff08,GRP-147b3123,https://zenodo.org/records/15777016
carbon_stock-f3e6ff08-5,bgbc,mean_act,tC/ha,14.0,ON-MAIN-f3e6ff08,GRP-147b3123,https://zenodo.org/records/15777016
carbon_stock-f3e6ff08-6,bgbc,mean_prim,tC/ha,16.0,ON-MAIN-f3e6ff08,GRP-147b3123,https://zenodo.org/records/15777016
carbon_stock-f3e6ff08-7,soc,area_ha,ha,57.030224,ON-MAIN-f3e6ff08,GRP-147b3123,https://zenodo.org/records/15777016
carbon_stock-f3e6ff08-8,soc,mean_act,tC/ha,76.0,ON-MAIN-f3e6ff08,GRP-147b3123,https://zenodo.org/records/15777016
carbon_stock-f3e6ff08-9,soc,mean_prim,tC/ha,82.0,ON-MAIN-f3e6ff08,GRP-147b3123,https://zenodo.org/records/15777016
carbon_stock-f4fc3276-1,agbc,area_ha,ha,56.552536,ON-MAIN-f4fc3276,,https://zenodo.org/records/15777016
carbon_stock-f4fc3276-2,agbc,mean_act,tC/ha,68.0,ON-MAIN-f4fc3276,,https://zenodo.org/records/15777016
carbon_stock-f4fc3276-3,agbc,mean_prim,tC/ha,68.0,ON-MAIN-f4fc3276,,https://zenodo.org/records/15777016
carbon_stock-f4fc3276-4,bgbc,area_ha,ha,56.552536,ON-MAIN-f4fc3276,,https://zenodo.org/records/15777016
carbon_stock-f4fc3276-5,bgbc,mean_act,tC/ha,17.0,ON-MAIN-f4fc3276,,https://zenodo.org/records/15777016
carbon_stock-f4fc3276-6,bgbc,mean_prim,tC/ha,17.0,ON-MAIN-f4fc3276,,https://zenodo.org/records/15777016
carbon_stock-f4fc3276-7,soc,area_ha,ha,56.552536,ON-MAIN-f4fc3276,,https://zenodo.org/records/15777016
carbon_stock-f4fc3276-8,soc,mean_act,tC/ha,65.0,ON-MAIN-f4fc3276,,https://zenodo.org/records/15777016
carbon_stock-f4fc3276-9,soc,mean_prim,tC/ha,77.0,ON-MAIN-f4fc3276,,https://zenodo.org/records/15777016
carbon_stock-f8313ebd-1,agbc,area_ha,ha,56.683975,ON-MAIN-f8313ebd,,https://zenodo.org/records/15777016
carbon_stock-f8313ebd-2,agbc,mean_act,tC/ha,13.0,ON-MAIN-f8313ebd,,https://zenodo.org/records/15777016
carbon_stock-f8313ebd-3,agbc,mean_prim,tC/ha,61.0,ON-MAIN-f8313ebd,,https://zenodo.org/records/15777016
carbon_stock-f8313ebd-4,bgbc,area_ha,ha,56.683975,ON-MAIN-f8313ebd,,https://zenodo.org/records/15777016
