carbon_stock_ecosystems_id,pool,variable,unit,value,main_id,facility_group_id,source_id
carbon_stock-b5b81ee3-6,bgbc,mean_prim,tC/ha,8.0,MB-MAIN-b5b81ee3,,https://zenodo.org/records/15777016
carbon_stock-b5b81ee3-7,soc,area_ha,ha,49.223576,MB-MAIN-b5b81ee3,,https://zenodo.org/records/15777016
carbon_stock-b5b81ee3-8,soc,mean_act,tC/ha,58.0,MB-MAIN-b5b81ee3,,https://zenodo.org/records/15777016
carbon_stock-b5b81ee3-9,soc,mean_prim,tC/ha,75.0,MB-MAIN-b5b81ee3,,https://zenodo.org/records/15777016
carbon_stock-be5b3dc8-1,agbc,area_ha,ha,49.40759,MB-MAIN-be5b3dc8,GRP-a13779f8,https://zenodo.org/records/15777016
carbon_stock-be5b3dc8-2,agbc,mean_act,tC/ha,38.0,MB-MAIN-be5b3dc8,GRP-a13779f8,https://zenodo.org/records/15777016
carbon_stock-be5b3dc8-3,agbc,mean_prim,tC/ha,38.0,MB-MAIN-be5b3dc8,GRP-a13779f8,https://zenodo.org/records/15777016
carbon_stock-be5b3dc8-4,bgbc,area_ha,ha,49.40759,MB-MAIN-be5b3dc8,GRP-a13779f8,https://zenodo.org/records/15777016
carbon_stock-be5b3dc8-5,bgbc,mean_act,tC/ha,8.0,MB-MAIN-be5b3dc8,GRP-a13779f8,https://zenodo.org/records/15777016
carbon_stock-be5b3dc8-6,bgbc,mean_prim,tC/ha,9.0,MB-MAIN-be5b3dc8,GRP-a13779f8,https://zenodo.org/records/15777016
carbon_stock-be5b3dc8-7,soc,area_ha,ha,49.40759,MB-MAIN-be5b3dc8,GRP-a13779f8,https://zenodo.org/records/15777016
carbon_stock-be5b3dc8-8,soc,mean_act,tC/ha,69.0,MB-MAIN-be5b3dc8,GRP-a13779f8,https://zenodo.org/records/15777016
carbon_stock-be5b3dc8-9,soc,mean_prim,tC/ha,70.0,MB-MAIN-be5b3dc8,GRP-a13779f8,https://zenodo.org/records/15777016
carbon_stock-c0684566-1,agbc,area_ha,ha,49.560677,MB-MAIN-c0684566,,https://zenodo.org/records/15777016
carbon_stock-c0684566-2,agbc,mean_act,tC/ha,,MB-MAIN-c0684566,,https://zenodo.org/records/15777016
carbon_stock-c0684566-3,agbc,mean_prim,tC/ha,,MB-MAIN-c0684566,,https://zenodo.org/records/15777016
carbon_stock-c0684566-4,bgbc,area_ha,ha,49.560677,MB-MAIN-c0684566,,https://zenodo.org/records/15777016
carbon_stock-c0684566-5,bgbc,mean_act,tC/ha,,MB-MAIN-c0684566,,https://zenodo.org/records/15777016
carbon_stock-c0684566-6,bgbc,mean_prim,tC/ha,,MB-MAIN-c0684566,,https://zenodo.org/records/15777016
carbon_stock-c0684566-7,soc,area_ha,ha,49.560677,MB-MAIN-c0684566,,https://zenodo.org/records/15777016
carbon_stock-c0684566-8,soc,mean_act,tC/ha,,MB-MAIN-c0684566,,https://zenodo.org/records/15777016
carbon_stock-c0684566-9,soc,mean_prim,tC/ha,,MB-MAIN-c0684566,,https://zenodo.org/records/15777016
carbon_stock-da0b5c3d-1,agbc,area_ha,ha,49.387157,MB-MAIN-da0b5c3d,GRP-a13779f8,https://zenodo.org/records/15777016
carbon_stock-da0b5c3d-2,agbc,mean_act,tC/ha,18.0,MB-MAIN-da0b5c3d,GRP-a13779f8,https://zenodo.org/records/15777016
carbon_stock-da0b5c3d-3,agbc,mean_prim,tC/ha,35.0,MB-MAIN-da0b5c3d,GRP-a13779f8,https://zenodo.org/records/15777016
carbon_stock-da0b5c3d-4,bgbc,area_ha,ha,49.387157,MB-MAIN-da0b5c3d,GRP-a13779f8,https://zenodo.org/records/15777016
carbon_stock-da0b5c3d-5,bgbc,mean_act,tC/ha,5.0,MB-MAIN-da0b5c3d,GRP-a13779f8,https://zenodo.org/records/15777016
carbon_stock-da0b5c3d-6,bgbc,mean_prim,tC/ha,10.0,MB-MAIN-da0b5c3d,GRP-a13779f8,https://zenodo.org/records/15777016
carbon_stock-da0b5c3d-7,soc,area_ha,ha,49.387157,MB-MAIN-da0b5c3d,GRP-a13779f8,https://zenodo.org/records/15777016
carbon_stock-da0b5c3d-8,soc,mean_act,tC/ha,74.0,MB-MAIN-da0b5c3d,GRP-a13779f8,https://zenodo.org/records/15777016
carbon_stock-da0b5c3d-9,soc,mean_prim,tC/ha,79.0,MB-MAIN-da0b5c3d,GRP-a13779f8,https://zenodo.org/records/15777016
carbon_stock-e0a6250e-1,agbc,area_ha,ha,48.370716,MB-MAIN-e0a6250e,,https://zenodo.org/records/15777016
carbon_stock-e0a6250e-2,agbc,mean_act,tC/ha,9.0,MB-MAIN-e0a6250e,,https://zenodo.org/records/15777016
carbon_stock-e0a6250e-3,agbc,mean_prim,tC/ha,34.0,MB-MAIN-e0a6250e,,https://zenodo.org/records/15777016
carbon_stock-e0a6250e-4,bgbc,area_ha,ha,48.370716,MB-MAIN-e0a6250e,,https://zenodo.org/records/15777016
carbon_stock-e0a6250e-5,bgbc,mean_act,tC/ha,2.0,MB-MAIN-e0a6250e,,https://zenodo.org/records/15777016
carbon_stock-e0a6250e-6,bgbc,mean_prim,tC/ha,9.0,MB-MAIN-e0a6250e,,https://zenodo.org/records/15777016
carbon_stock-e0a6250e-7,soc,area_ha,ha,48.370716,MB-MAIN-e0a6250e,,https://zenodo.org/records/15777016
carbon_stock-e0a6250e-8,soc,mean_act,tC/ha,92.0,MB-MAIN-e0a6250e,,https://zenodo.org/records/15777016
carbon_stock-e0a6250e-9,soc,mean_prim,tC/ha,92.0,MB-MAIN-e0a6250e,,https://zenodo.org/records/15777016
carbon_stock-e2e67f8f-1,agbc,area_ha,ha,49.428013,MB-MAIN-e2e67f8f,,https://zenodo.org/records/15777016
carbon_stock-e2e67f8f-2,agbc,mean_act,tC/ha,37.0,MB-MAIN-e2e67f8f,,https://zenodo.org/records/15777016
carbon_stock-e2e67f8f-3,agbc,mean_prim,tC/ha,37.0,MB-MAIN-e2e67f8f,,https://zenodo.org/records/15777016
carbon_stock-e2e67f8f-4,bgbc,area_ha,ha,49.428013,MB-MAIN-e2e67f8f,,https://zenodo.org/records/15777016
carbon_stock-e2e67f8f-5,bgbc,mean_act,tC/ha,9.0,MB-MAIN-e2e67f8f,,https://zenodo.org/records/15777016
carbon_stock-e2e67f8f-6,bgbc,mean_prim,tC/ha,9.0,MB-MAIN-e2e67f8f,,https://zenodo.org/records/15777016
carbon_stock-e2e67f8f-7,soc,area_ha,ha,49.428013,MB-MAIN-e2e67f8f,,https://zenodo.org/records/15777016
carbon_stock-e2e67f8f-8,soc,mean_act,tC/ha,78.0,MB-MAIN-e2e67f8f,,https://zenodo.org/records/15777016
carbon_stock-e2e67f8f-9,soc,mean_prim,tC/ha,78.0,MB-MAIN-e2e67f8f,,https://zenodo.org/records/15777016
carbon_stock-f7fde5b4-1,agbc,area_ha,ha,50.332676,MB-MAIN-f7fde5b4,,https://zenodo.org/records/15777016
carbon_stock-f7fde5b4-2,agbc,mean_act,tC/ha,17.0,MB-MAIN-f7fde5b4,,https://zenodo.org/records/15777016
carbon_stock-f7fde5b4-3,agbc,mean_prim,tC/ha,32.0,MB-MAIN-f7fde5b4,,https://zenodo.org/records/15777016
carbon_stock-f7fde5b4-4,bgbc,area_ha,ha,50.332676,MB-MAIN-f7fde5b4,,https://zenodo.org/records/15777016
carbon_stock-f7fde5b4-5,bgbc,mean_act,tC/ha,5.0,MB-MAIN-f7fde5b4,,https://zenodo.org/records/15777016
carbon_stock-f7fde5b4-6,bgbc,mean_prim,tC/ha,9.0,MB-MAIN-f7fde5b4,,https://zenodo.org/records/15777016
carbon_stock-f7fde5b4-7,soc,area_ha,ha,50.332676,MB-MAIN-f7fde5b4,,https://zenodo.org/records/15777016
carbon_stock-f7fde5b4-8,soc,mean_act,tC/ha,87.0,MB-MAIN-f7fde5b4,,https://zenodo.org/records/15777016
carbon_stock-f7fde5b4-9,soc,mean_prim,tC/ha,87.0,MB-MAIN-f7fde5b4,,https://zenodo.org/records/15777016
carbon_stock-0c5b40d8-1,agbc,area_ha,ha,57.578922,NB-MAIN-0c5b40d8,,https://zenodo.org/records/15777016
carbon_stock-0c5b40d8-2,agbc,mean_act,tC/ha,49.0,NB-MAIN-0c5b40d8,,https://zenodo.org/records/15777016
carbon_stock-0c5b40d8-3,agbc,mean_prim,tC/ha,56.0,NB-MAIN-0c5b40d8,,https://zenodo.org/records/15777016
carbon_stock-0c5b40d8-4,bgbc,area_ha,ha,57.578922,NB-MAIN-0c5b40d8,,https://zenodo.org/records/15777016
carbon_stock-0c5b40d8-5,bgbc,mean_act,tC/ha,13.0,NB-MAIN-0c5b40d8,,https://zenodo.org/records/15777016
carbon_stock-0c5b40d8-6,bgbc,mean_prim,tC/ha,15.0,NB-MAIN-0c5b40d8,,https://zenodo.org/records/15777016
carbon_stock-0c5b40d8-7,soc,area_ha,ha,57.578922,NB-MAIN-0c5b40d8,,https://zenodo.org/records/15777016
carbon_stock-0c5b40d8-8,soc,mean_act,tC/ha,69.0,NB-MAIN-0c5b40d8,,https://zenodo.org/records/15777016
carbon_stock-0c5b40d8-9,soc,mean_prim,tC/ha,85.0,NB-MAIN-0c5b40d8,,https://zenodo.org/records/15777016
carbon_stock-3e7d42ac-1,agbc,area_ha,ha,59.45221,NB-MAIN-3e7d42ac,,https://zenodo.org/records/15777016
carbon_stock-3e7d42ac-2,agbc,mean_act,tC/ha,23.0,NB-MAIN-3e7d42ac,,https://zenodo.org/records/15777016
carbon_stock-3e7d42ac-3,agbc,mean_prim,tC/ha,54.0,NB-MAIN-3e7d42ac,,https://zenodo.org/records/15777016
carbon_stock-3e7d42ac-4,bgbc,area_ha,ha,59.45221,NB-MAIN-3e7d42ac,,https://zenodo.org/records/15777016
carbon_stock-3e7d42ac-5,bgbc,mean_act,tC/ha,6.0,NB-MAIN-3e7d42ac,,https://zenodo.org/records/15777016
carbon_stock-3e7d42ac-6,bgbc,mean_prim,tC/ha,15.0,NB-MAIN-3e7d42ac,,https://zenodo.org/records/15777016
carbon_stock-3e7d42ac-7,soc,area_ha,ha,59.45221,NB-MAIN-3e7d42ac,,https://zenodo.org/records/15777016
carbon_stock-3e7d42ac-8,soc,mean_act,tC/ha,80.0,NB-MAIN-3e7d42ac,,https://zenodo.org/records/15777016
carbon_stock-3e7d42ac-9,soc,mean_prim,tC/ha,86.0,NB-MAIN-3e7d42ac,,https://zenodo.org/records/15777016
carbon_stock-8e04eb21-1,agbc,area_ha,ha,57.976154,NB-MAIN-8e04eb21,,https://zenodo.org/records/15777016
carbon_stock-8e04eb21-2,agbc,mean_act,tC/ha,40.0,NB-MAIN-8e04eb21,,https://zenodo.org/records/15777016
carbon_stock-8e04eb21-3,agbc,mean_prim,tC/ha,56.0,NB-MAIN-8e04eb21,,https://zenodo.org/records/15777016
carbon_stock-8e04eb21-4,bgbc,area_ha,ha,57.976154,NB-MAIN-8e04eb21,,https://zenodo.org/records/15777016
carbon_stock-8e04eb21-5,bgbc,mean_act,tC/ha,10.0,NB-MAIN-8e04eb21,,https://zenodo.org/records/15777016
carbon_stock-8e04eb21-6,bgbc,mean_prim,tC/ha,15.0,NB-MAIN-8e04eb21,,https://zenodo.org/records/15777016
carbon_stock-8e04eb21-7,soc,area_ha,ha,57.976154,NB-MAIN-8e04eb21,,https://zenodo.org/records/15777016
carbon_stock-8e04eb21-8,soc,mean_act,tC/ha,100.0,NB-MAIN-8e04eb21,,https://zenodo.org/records/15777016
carbon_stock-8e04eb21-9,soc,mean_prim,tC/ha,100.0,NB-MAIN-8e04eb21,,https://zenodo.org/records/15777016
carbon_stock-c1e4dee0-1,agbc,area_ha,ha,59.398125,NB-MAIN-c1e4dee0,,https://zenodo.org/records/15777016
carbon_stock-c1e4dee0-2,agbc,mean_act,tC/ha,15.0,NB-MAIN-c1e4dee0,,https://zenodo.org/records/15777016
carbon_stock-c1e4dee0-3,agbc,mean_prim,tC/ha,56.0,NB-MAIN-c1e4dee0,,https://zenodo.org/records/15777016
carbon_stock-c1e4dee0-4,bgbc,area_ha,ha,59.398125,NB-MAIN-c1e4dee0,,https://zenodo.org/records/15777016
carbon_stock-c1e4dee0-5,bgbc,mean_act,tC/ha,4.0,NB-MAIN-c1e4dee0,,https://zenodo.org/records/15777016
carbon_stock-c1e4dee0-6,bgbc,mean_prim,tC/ha,16.0,NB-MAIN-c1e4dee0,,https://zenodo.org/records/15777016
carbon_stock-c1e4dee0-7,soc,area_ha,ha,59.398125,NB-MAIN-c1e4dee0,,https://zenodo.org/records/15777016
carbon_stock-c1e4dee0-8,soc,mean_act,tC/ha,83.0,NB-MAIN-c1e4dee0,,https://zenodo.org/records/15777016
carbon_stock-c1e4dee0-9,soc,mean_prim,tC/ha,85.0,NB-MAIN-c1e4dee0,,https://zenodo.org/records/15777016
carbon_stock-f58cc895-1,agbc,area_ha,ha,59.253677,NB-MAIN-f58cc895,,https://zenodo.org/records/15777016
carbon_stock-f58cc895-2,agbc,mean_act,tC/ha,44.0,NB-MAIN-f58cc895,,https://zenodo.org/records/15777016
carbon_stock-f58cc895-3,agbc,mean_prim,tC/ha,59.0,NB-MAIN-f58cc895,,https://zenodo.org/records/15777016
carbon_stock-f58cc895-4,bgbc,area_ha,ha,59.253677,NB-MAIN-f58cc895,,https://zenodo.org/records/15777016
carbon_stock-f58cc895-5,bgbc,mean_act,tC/ha,12.0,NB-MAIN-f58cc895,,https://zenodo.org/records/15777016
carbon_stock-f58cc895-6,bgbc,mean_prim,tC/ha,16.0,NB-MAIN-f58cc895,,https://zenodo.org/records/15777016
carbon_stock-f58cc895-7,soc,area_ha,ha,59.253677,NB-MAIN-f58cc895,,https://zenodo.org/records/15777016
carbon_stock-f58cc895-8,soc,mean_act,tC/ha,94.0,NB-MAIN-f58cc895,,https://zenodo.org/records/15777016
carbon_stock-f58cc895-9,soc,mean_prim,tC/ha,98.0,NB-MAIN-f58cc895,,https://zenodo.org/records/15777016
carbon_stock-18695c6d-1,agbc,area_ha,ha,51.76851,NL-MAIN-18695c6d,,https://zenodo.org/records/15777016
carbon_stock-18695c6d-2,agbc,mean_act,tC/ha,,NL-MAIN-18695c6d,,https://zenodo.org/records/15777016
carbon_stock-18695c6d-3,agbc,mean_prim,tC/ha,,NL-MAIN-18695c6d,,https://zenodo.org/records/15777016
carbon_stock-18695c6d-4,bgbc,area_ha,ha,51.76851,NL-MAIN-18695c6d,,https://zenodo.org/records/15777016
carbon_stock-18695c6d-5,bgbc,mean_act,tC/ha,,NL-MAIN-18695c6d,,https://zenodo.org/records/15777016
carbon_stock-18695c6d-6,bgbc,mean_prim,tC/ha,,NL-MAIN-18695c6d,,https://zenodo.org/records/15777016
carbon_stock-18695c6d-7,soc,area_ha,ha,51.76851,NL-MAIN-18695c6d,,https://zenodo.org/records/15777016
carbon_stock-18695c6d-8,soc,mean_act,tC/ha,,NL-MAIN-18695c6d,,https://zenodo.org/records/15777016
carbon_stock-18695c6d-9,soc,mean_prim,tC/ha,,NL-MAIN-18695c6d,,https://zenodo.org/records/15777016
carbon_stock-251d6364-1,agbc,area_ha,ha,56.65583,NL-MAIN-251d6364,,https://zenodo.org/records/15777016
carbon_stock-251d6364-2,agbc,mean_act,tC/ha,29.0,NL-MAIN-251d6364,,https://zenodo.org/records/15777016
carbon_stock-251d6364-3,agbc,mean_prim,tC/ha,47.0,NL-MAIN-251d6364,,https://zenodo.org/records/15777016
carbon_stock-251d6364-4,bgbc,area_ha,ha,56.65583,NL-MAIN-251d6364,,https://zenodo.org/records/15777016
carbon_stock-251d6364-5,bgbc,mean_act,tC/ha,8.0,NL-MAIN-251d6364,,https://zenodo.org/records/15777016
carbon_stock-251d6364-6,bgbc,mean_prim,tC/ha,13.0,NL-MAIN-251d6364,,https://zenodo.org/records/15777016
carbon_stock-251d6364-7,soc,area_ha,ha,56.65583,NL-MAIN-251d6364,,https://zenodo.org/records/15777016
carbon_stock-251d6364-8,soc,mean_act,tC/ha,98.0,NL-MAIN-251d6364,,https://zenodo.org/records/15777016
carbon_stock-251d6364-9,soc,mean_prim,tC/ha,111.0,NL-MAIN-251d6364,,https://zenodo.org/records/15777016
carbon_stock-2d8801d6-1,agbc,area_ha,ha,47.60439,NL-MAIN-2d8801d6,,https://zenodo.org/records/15777016
carbon_stock-2d8801d6-2,agbc,mean_act,tC/ha,14.0,NL-MAIN-2d8801d6,,https://zenodo.org/records/15777016
carbon_stock-2d8801d6-3,agbc,mean_prim,tC/ha,17.0,NL-MAIN-2d8801d6,,https://zenodo.org/records/15777016
carbon_stock-2d8801d6-4,bgbc,area_ha,ha,47.60439,NL-MAIN-2d8801d6,,https://zenodo.org/records/15777016
carbon_stock-2d8801d6-5,bgbc,mean_act,tC/ha,3.0,NL-MAIN-2d8801d6,,https://zenodo.org/records/15777016
carbon_stock-2d8801d6-6,bgbc,mean_prim,tC/ha,5.0,NL-MAIN-2d8801d6,,https://zenodo.org/records/15777016
carbon_stock-2d8801d6-7,soc,area_ha,ha,47.60439,NL-MAIN-2d8801d6,,https://zenodo.org/records/15777016
carbon_stock-2d8801d6-8,soc,mean_act,tC/ha,96.0,NL-MAIN-2d8801d6,,https://zenodo.org/records/15777016
carbon_stock-2d8801d6-9,soc,mean_prim,tC/ha,96.0,NL-MAIN-2d8801d6,,https://zenodo.org/records/15777016
carbon_stock-842ba1b4-1,agbc,area_ha,ha,55.368633,NL-MAIN-842ba1b4,,https://zenodo.org/records/15777016
carbon_stock-842ba1b4-2,agbc,mean_act,tC/ha,13.0,NL-MAIN-842ba1b4,,https://zenodo.org/records/15777016
carbon_stock-842ba1b4-3,agbc,mean_prim,tC/ha,28.0,NL-MAIN-842ba1b4,,https://zenodo.org/records/15777016
carbon_stock-842ba1b4-4,bgbc,area_ha,ha,55.368633,NL-MAIN-842ba1b4,,https://zenodo.org/records/15777016
carbon_stock-842ba1b4-5,bgbc,mean_act,tC/ha,3.0,NL-MAIN-842ba1b4,,https://zenodo.org/records/15777016
carbon_stock-842ba1b4-6,bgbc,mean_prim,tC/ha,8.0,NL-MAIN-842ba1b4,,https://zenodo.org/records/15777016
carbon_stock-842ba1b4-7,soc,area_ha,ha,55.368633,NL-MAIN-842ba1b4,,https://zenodo.org/records/15777016
carbon_stock-842ba1b4-8,soc,mean_act,tC/ha,59.0,NL-MAIN-842ba1b4,,https://zenodo.org/records/15777016
carbon_stock-842ba1b4-9,soc,mean_prim,tC/ha,101.0,NL-MAIN-842ba1b4,,https://zenodo.org/records/15777016
carbon_stock-895cb178-1,agbc,area_ha,ha,56.52434,NL-MAIN-895cb178,,https://zenodo.org/records/15777016
carbon_stock-895cb178-2,agbc,mean_act,tC/ha,9.0,NL-MAIN-895cb178,,https://zenodo.org/records/15777016
carbon_stock-895cb178-3,agbc,mean_prim,tC/ha,26.0,NL-MAIN-895cb178,,https://zenodo.org/records/15777016
carbon_stock-895cb178-4,bgbc,area_ha,ha,56.52434,NL-MAIN-895cb178,,https://zenodo.org/records/15777016
carbon_stock-895cb178-5,bgbc,mean_act,tC/ha,3.0,NL-MAIN-895cb178,,https://zenodo.org/records/15777016
carbon_stock-895cb178-6,bgbc,mean_prim,tC/ha,7.0,NL-MAIN-895cb178,,https://zenodo.org/records/15777016
carbon_stock-895cb178-7,soc,area_ha,ha,56.52434,NL-MAIN-895cb178,,https://zenodo.org/records/15777016
carbon_stock-895cb178-8,soc,mean_act,tC/ha,137.0,NL-MAIN-895cb178,,https://zenodo.org/records/15777016
carbon_stock-895cb178-9,soc,mean_prim,tC/ha,137.0,NL-MAIN-895cb178,,https://zenodo.org/records/15777016
carbon_stock-a498ddc6-1,agbc,area_ha,ha,49.754246,NL-MAIN-a498ddc6,,https://zenodo.org/records/15777016
carbon_stock-a498ddc6-2,agbc,mean_act,tC/ha,27.0,NL-MAIN-a498ddc6,,https://zenodo.org/records/15777016
carbon_stock-a498ddc6-3,agbc,mean_prim,tC/ha,27.0,NL-MAIN-a498ddc6,,https://zenodo.org/records/15777016
carbon_stock-a498ddc6-4,bgbc,area_ha,ha,49.754246,NL-MAIN-a498ddc6,,https://zenodo.org/records/15777016
carbon_stock-a498ddc6-5,bgbc,mean_act,tC/ha,7.0,NL-MAIN-a498ddc6,,https://zenodo.org/records/15777016
carbon_stock-a498ddc6-6,bgbc,mean_prim,tC/ha,7.0,NL-MAIN-a498ddc6,,https://zenodo.org/records/15777016
carbon_stock-a498ddc6-7,soc,area_ha,ha,49.754246,NL-MAIN-a498ddc6,,https://zenodo.org/records/15777016
carbon_stock-a498ddc6-8,soc,mean_act,tC/ha,109.0,NL-MAIN-a498ddc6,,https://zenodo.org/records/15777016
carbon_stock-a498ddc6-9,soc,mean_prim,tC/ha,109.0,NL-MAIN-a498ddc6,,https://zenodo.org/records/15777016
carbon_stock-b64bae7a-1,agbc,area_ha,ha,51.788433,NL-MAIN-b64bae7a,,https://zenodo.org/records/15777016
carbon_stock-b64bae7a-2,agbc,mean_act,tC/ha,7.0,NL-MAIN-b64bae7a,,https://zenodo.org/records/15777016
carbon_stock-b64bae7a-3,agbc,mean_prim,tC/ha,14.0,NL-MAIN-b64bae7a,,https://zenodo.org/records/15777016
carbon_stock-b64bae7a-4,bgbc,area_ha,ha,51.788433,NL-MAIN-b64bae7a,,https://zenodo.org/records/15777016
carbon_stock-b64bae7a-5,bgbc,mean_act,tC/ha,2.0,NL-MAIN-b64bae7a,,https://zenodo.org/records/15777016
carbon_stock-b64bae7a-6,bgbc,mean_prim,tC/ha,4.0,NL-MAIN-b64bae7a,,https://zenodo.org/records/15777016
carbon_stock-b64bae7a-7,soc,area_ha,ha,51.788433,NL-MAIN-b64bae7a,,https://zenodo.org/records/15777016
carbon_stock-b64bae7a-8,soc,mean_act,tC/ha,109.0,NL-MAIN-b64bae7a,,https://zenodo.org/records/15777016
carbon_stock-b64bae7a-9,soc,mean_prim,tC/ha,109.0,NL-MAIN-b64bae7a,,https://zenodo.org/records/15777016
carbon_stock-bb23d8a6-1,agbc,area_ha,ha,57.030224,NL-MAIN-bb23d8a6,,https://zenodo.org/records/15777016
carbon_stock-bb23d8a6-2,agbc,mean_act,tC/ha,31.0,NL-MAIN-bb23d8a6,,https://zenodo.org/records/15777016
carbon_stock-bb23d8a6-3,agbc,mean_prim,tC/ha,31.0,NL-MAIN-bb23d8a6,,https://zenodo.org/records/15777016
carbon_stock-bb23d8a6-4,bgbc,area_ha,ha,57.030224,NL-MAIN-bb23d8a6,,https://zenodo.org/records/15777016
carbon_stock-bb23d8a6-5,bgbc,mean_act,tC/ha,8.0,NL-MAIN-bb23d8a6,,https://zenodo.org/records/15777016
carbon_stock-bb23d8a6-6,bgbc,mean_prim,tC/ha,8.0,NL-MAIN-bb23d8a6,,https://zenodo.org/records/15777016
carbon_stock-bb23d8a6-7,soc,area_ha,ha,57.030224,NL-MAIN-bb23d8a6,,https://zenodo.org/records/15777016
carbon_stock-bb23d8a6-8,soc,mean_act,tC/ha,121.0,NL-MAIN-bb23d8a6,,https://zenodo.org/records/15777016
carbon_stock-bb23d8a6-9,soc,mean_prim,tC/ha,130.0,NL-MAIN-bb23d8a6,,https://zenodo.org/records/15777016
carbon_stock-c139de6d-1,agbc,area_ha,ha,55.292236,NL-MAIN-c139de6d,,https://zenodo.org/records/15777016
carbon_stock-c139de6d-2,agbc,mean_act,tC/ha,20.0,NL-MAIN-c139de6d,,https://zenodo.org/records/15777016
carbon_stock-c139de6d-3,agbc,mean_prim,tC/ha,29.0,NL-MAIN-c139de6d,,https://zenodo.org/records/15777016
carbon_stock-c139de6d-4,bgbc,area_ha,ha,55.292236,NL-MAIN-c139de6d,,https://zenodo.org/records/15777016
carbon_stock-c139de6d-5,bgbc,mean_act,tC/ha,7.0,NL-MAIN-c139de6d,,https://zenodo.org/records/15777016
carbon_stock-c139de6d-6,bgbc,mean_prim,tC/ha,8.0,NL-MAIN-c139de6d,,https://zenodo.org/records/15777016
carbon_stock-c139de6d-7,soc,area_ha,ha,55.292236,NL-MAIN-c139de6d,,https://zenodo.org/records/15777016
carbon_stock-c139de6d-8,soc,mean_act,tC/ha,120.0,NL-MAIN-c139de6d,,https://zenodo.org/records/15777016
carbon_stock-c139de6d-9,soc,mean_prim,tC/ha,120.0,NL-MAIN-c139de6d,,https://zenodo.org/records/15777016
carbon_stock-d9036091-1,agbc,area_ha,ha,58.105,NL-MAIN-d9036091,,https://zenodo.org/records/15777016
carbon_stock-d9036091-2,agbc,mean_act,tC/ha,18.0,NL-MAIN-d9036091,,https://zenodo.org/records/15777016
carbon_stock-d9036091-3,agbc,mean_prim,tC/ha,25.0,NL-MAIN-d9036091,,https://zenodo.org/records/15777016
carbon_stock-d9036091-4,bgbc,area_ha,ha,58.105,NL-MAIN-d9036091,,https://zenodo.org/records/15777016
carbon_stock-d9036091-5,bgbc,mean_act,tC/ha,5.0,NL-MAIN-d9036091,,https://zenodo.org/records/15777016
carbon_stock-d9036091-6,bgbc,mean_prim,tC/ha,8.0,NL-MAIN-d9036091,,https://zenodo.org/records/15777016
carbon_stock-d9036091-7,soc,area_ha,ha,58.105,NL-MAIN-d9036091,,https://zenodo.org/records/15777016
carbon_stock-d9036091-8,soc,mean_act,tC/ha,142.0,NL-MAIN-d9036091,,https://zenodo.org/records/15777016
carbon_stock-d9036091-9,soc,mean_prim,tC/ha,142.0,NL-MAIN-d9036091,,https://zenodo.org/records/15777016
carbon_stock-dd723db4-1,agbc,area_ha,ha,51.628918,NL-MAIN-dd723db4,,https://zenodo.org/records/15777016
carbon_stock-dd723db4-2,agbc,mean_act,tC/ha,11.0,NL-MAIN-dd723db4,,https://zenodo.org/records/15777016
carbon_stock-dd723db4-3,agbc,mean_prim,tC/ha,14.0,NL-MAIN-dd723db4,,https://zenodo.org/records/15777016
carbon_stock-dd723db4-4,bgbc,area_ha,ha,51.628918,NL-MAIN-dd723db4,,https://zenodo.org/records/15777016
carbon_stock-dd723db4-5,bgbc,mean_act,tC/ha,3.0,NL-MAIN-dd723db4,,https://zenodo.org/records/15777016
carbon_stock-dd723db4-6,bgbc,mean_prim,tC/ha,4.0,NL-MAIN-dd723db4,,https://zenodo.org/records/15777016
carbon_stock-dd723db4-7,soc,area_ha,ha,51.628918,NL-MAIN-dd723db4,,https://zenodo.org/records/15777016
carbon_stock-dd723db4-8,soc,mean_act,tC/ha,114.0,NL-MAIN-dd723db4,,https://zenodo.org/records/15777016
carbon_stock-dd723db4-9,soc,mean_prim,tC/ha,114.0,NL-MAIN-dd723db4,,https://zenodo.org/records/15777016
carbon_stock-e09881ff-1,agbc,area_ha,ha,49.387157,NL-MAIN-e09881ff,GRP-2a663492,https://zenodo.org/records/15777016
carbon_stock-e09881ff-2,agbc,mean_act,tC/ha,6.0,NL-MAIN-e09881ff,GRP-2a663492,https://zenodo.org/records/15777016
carbon_stock-e09881ff-3,agbc,mean_prim,tC/ha,7.0,NL-MAIN-e09881ff,GRP-2a663492,https://zenodo.org/records/15777016
carbon_stock-e09881ff-4,bgbc,area_ha,ha,49.387157,NL-MAIN-e09881ff,GRP-2a663492,https://zenodo.org/records/15777016
carbon_stock-e09881ff-5,bgbc,mean_act,tC/ha,2.0,NL-MAIN-e09881ff,GRP-2a663492,https://zenodo.org/records/15777016
carbon_stock-e09881ff-6,bgbc,mean_prim,tC/ha,2.0,NL-MAIN-e09881ff,GRP-2a663492,https://zenodo.org/records/15777016
carbon_stock-e09881ff-7,soc,area_ha,ha,49.387157,NL-MAIN-e09881ff,GRP-2a663492,https://zenodo.org/records/15777016
carbon_stock-e09881ff-8,soc,mean_act,tC/ha,89.0,NL-MAIN-e09881ff,GRP-2a663492,https://zenodo.org/records/15777016
