main_id,facility_name,facility_group_id,facility_group_name,company_id,company_name,city,province,geometry,status,activity_status,development_stage,facility_type,mining_processing_type,commodity_group,commodities,owner(s),operator(s),operation_periods,company_URL,facility_URL,MDO_URL,source_id
BC-MAIN-ed23117f,Mount Milligan,,,CMP-fa032e20,Centerra Gold Inc,Fort St. James,British Columbia,POINT (-124.031 55.118),active_facility,,,mining,"Open-pit, concentrator",Base metals and precious metals,"Copper, gold, silver",Centerra Gold Inc (100%),Thompson Creek Metals Company Inc,2014–open,https://www.centerragold.com/,https://www.centerragold.com/operations/mount-milligan/,https://miningdataonline.com/property/59/Mount-Milligan-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
QC-MAIN-089f3c60,Bloom Lake,,,CMP-c08ac7d7,Champion Iron Ltd,Fermont,Quebec,POINT (-67.28 52.84),active_facility,,,mining,Open-pit,Iron ore,Iron,Champion Iron Ltd (100%),Quebec Iron Ore Inc,,https://www.championiron.com/,https://www.championiron.com/project/bloom-lake/,https://miningdataonline.com/property/3027/Bloom-Lake-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720
NL-MAIN-251d6364,Beaver Brook,,,CMP-336d5ebc,-,Glenwood,Newfoundland and Labrador,POINT (-55.196 48.715909),active_facility,,,mining,"Underground, concentrator",Other metals,Antimony,No data found. Could be suspended.,No data found. Could be suspended.,,x,x,x,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720
ON-MAIN-be399420,Thunder Bay North,,,CMP-4b2ebf8a,Clean Air Metals Inc,,Ontario,POINT (-88.931 48.79),project_facility,Active,Advanced project,project,,,"Platinum, palladium, gold, nickel, copper, silver, rhodium, cobalt",,,,,,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
QC-MAIN-3330383b,Eldor (Ashram),,,CMP-b57b14b5,Commerce Resources Corp,,Quebec,POINT (-68.40417 56.94583),project_facility,Active,Advanced project,project,,,Rare earth elements,,,,,,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
MB-MAIN-6fca9d6d,Lynn Lake,,,CMP-3a4ccc7f,Alamos Gold Inc,,Manitoba,POINT (-101.03486 56.85217),project_facility,Active,Advanced project,project,,,"Nickel, copper, cobalt",,,,https://corazon.com.au/,https://corazon.com.au/our-projects/lynn-lake-project/,https://miningdataonline.com/property/3240/Lynn-Lake-Project.aspx,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
QC-MAIN-d4e2812a,Rose,,,CMP-3a004643,Critical Elements Lithium Corporation,,Quebec,POINT (-76.172 52.022485),project_facility,Active,Advanced project,project,,,"Lithium (spodumene), tantalum",,,,,,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
AB-MAIN-9a0307f6,SBH Black Shale,,,CMP-ad57c7dd,Critical Minerals Americas Inc,,Alberta,POINT (-111.90375 57.68711),project_facility,Active,Advanced unconventional project,project,,,"Vanadium, zinc, nickel, uranium, copper, cobalt, rare earth elements, scandium, lithium, molybdenum",Alamos Gold Inc (100%),,,,,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
QC-MAIN-715d4318,Horizon,,,CMP-94ee10f6,CVW CleanTech Inc,,Alberta,POINT (-73.450825 45.57462),project_facility,Active,Advanced unconventional project,project,,,"Zircon, titanium, rare earth elements",,,,,,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
NT-MAIN-94e652a5,Gahcho Kué,,,CMP-d899f7d7,De Beers Canada Inc,Lac de Gras,Northwest Territories,POINT (-109.21194 63.44528),active_facility,,,mining,"Open-pit, plant",Diamonds,Diamonds,"De Beers Group (51%), Mountain Province Diamonds (49%)",De Beers Group,2017–open,https://www.debeersgroup.com/,https://www.debeersgroup.com/about-us/our-operations/our-mines/canada,https://miningdataonline.com/property/40/Gahcho-Ku%C3%A9-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
BC-MAIN-382acb18,Wicheeda,,,CMP-0c229302,Defense Metals Corp,,British Columbia,POINT (-122.09912 54.53141),project_facility,Active,Advanced project,project,,,Rare earth elements,,,,,,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
SK-MAIN-4aef3cb2,Waterbury,,,CMP-a5ce7f9f,Denison Mines Corp,,Saskatchewan,POINT (-104.03032 58.3478),project_facility,Active,Advanced project,project,,,Uranium,,,,,,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
SK-MAIN-95ec2625,Wheeler River,,,CMP-a5ce7f9f,Denison Mines Corp,,Saskatchewan,POINT (-105.38137 57.50888),project_facility,Active,Advanced project,project,,,Uranium,,,,,,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
BC-MAIN-51068f3b,Kitsault Valley,,,CMP-fe387d85,Dolly Varden Silver Corporation,,British Columbia,POINT (-129.57778 55.75361),project_facility,Active,Advanced project,project,,,"Gold, silver, copper, lead",,,,,,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
AB-MAIN-7d4a0421,Bashaw District,,,CMP-0f2021e7,E3 Lithium Ltd,,Alberta,POINT (-113.93655 51.77696),project_facility,Active,Advanced unconventional project,project,,,Lithium (brine),,,,,,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
QC-MAIN-f9e41c2a,Lamaque,,,CMP-64d60fd7,Eldorado Gold,Val-d’Or,Quebec,POINT (-77.739624 48.079221),active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Eldorado Gold (100%),Eldorado Gold,,https://www.eldoradogold.com/,https://www.eldoradogold.com/assets/operations/lamaque-complex,https://miningdataonline.com/property/1694/Lamaque-Project.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720
ON-MAIN-6664e89b,Battery Materials Park,,,CMP-4eadf926,Electra Battery Materials Corporation,,Ontario,POINT (-79.62229 47.40635),project_facility,Active,Advanced processing project,project,,,"Cobalt, nickel, lithium",,,,,,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
QC-MAIN-5398dfac,Elkem Chicoutimi,,,CMP-89ae3b2b,Elkem Metal Canada Inc,,Quebec,POINT (-71.131239 48.412769),active_facility,,,manufacturing,,Ferroalloys,Ferrosilicon,,,,https://www.elkem.com/,https://www.elkem.com/about-elkem/worldwide-presence/canada/elkem-chicoutimi/,-,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720
QC-MAIN-2cf66e65,Becancour Plant,,,CMP-6f1454e8,Euro Manganese Inc,,Quebec,POINT (-72.433334 46.333332),project_facility,Active,Advanced processing project,project,,,Manganese sulphate,,,,,,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
ON-MAIN-7f050560,Red Lake,,,CMP-ca642bce,Evolution Mining Ltd,Balmertown,Ontario,POINT (-93.732922 51.050557),active_facility,,,mining,"Underground, concentrator",Precious metals,"Gold, silver",Eldora Gold (100%),Eldorado Gold,1949–open,https://evolutionmining.com.au/,https://evolutionmining.com.au/red-lake/,https://miningdataonline.com/property/234/Red-Lake-Operation.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
SK-MAIN-26b9aaf3,EVRAZ Regina,,,CMP-28720916,EVRAZ North America Inc,,Saskatchewan,POINT (-104.623843 50.515263),active_facility,,,manufacturing,Electric arc furnace,Iron ore,Steel,EVRAZ North America Inc (100%),EVRAZ North America Inc,,https://www.evrazna.com/,https://www.gem.wiki/Evraz_Regina_Steel_plant,-,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720
QC-MAIN-c1cc9f7c,Becancour Silicon,,,CMP-ef8ffade,Ferroglobe PLC,,Quebec,POINT (-72.39 46.37),active_facility,,,manufacturing,,Ferroalloys,"Silicon metal, ferrosilicon",,,,https://www.ferroglobe.com/,https://www.ferroglobe.com/about-ferroglobe/industrial-footprint/b%C3%A9cancour,-,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720
NL-MAIN-c139de6d,Ming,,,CMP-24a4f1d5,FireFly Metals Ltd,Baie Verte,Newfoundland and Labrador,POINT (-56.087 49.915),active_facility,,,mining,Underground,Base metals,"Copper, gold, silver",FireFly Metals Ltd (100%),FireFly Metals Ltd,,https://fireflymetals.com.au,https://fireflymetals.com.au/ming-underground-mine/,https://miningdataonline.com/property/960/Ming-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720
NL-MAIN-842ba1b4,Nugget Pond,,,CMP-24a4f1d5,FireFly Metals Ltd,Snook’s Arm,Newfoundland and Labrador,POINT (-55.7753 49.845),active_facility,,,mining,Concentrator,Base metals,Copper,FireFly Metals Ltd (100%),FireFly Metals Ltd,,https://fireflymetals.com.au,https://fireflymetals.com.au/nugget-pond-processing-plant/,,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720
YT-MAIN-ca488f19,Macmillan Pass,,,CMP-60ac0fea,Fireweed Metals Corp,,Yukon,POINT (-130.15143 63.16057),project_facility,Active,Advanced project,project,,,"Zinc, lead, silver",,,,,,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
YT-MAIN-70d629b4,Mactung,,,CMP-60ac0fea,Fireweed Metals Corp,,Yukon,POINT (-130.1525 63.2822222222),project_facility,Active,Advanced project,project,,,Tungsten,,,,,,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
BC-MAIN-efff21d3,Deer Horn,,,CMP-45e36495,First Tellurium Corp,,British Columbia,POINT (-127.30826 53.3607),project_facility,Active,Advanced project,project,,,"Gold, silver, tellurium, copper, zinc, lead",,,,,,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
SK-MAIN-0684a5d8,Patterson Lake South,,,CMP-356a17d2,Fission Uranium Corp,,Saskatchewan,POINT (-109.364 57.639),project_facility,Active,Advanced project,project,,,Uranium,,,,,,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
MB-MAIN-f7fde5b4,Minago,,,CMP-56a7f77c,Flying Nickel Mining Corp,,Manitoba,POINT (-99.21912 54.1092),project_facility,Active,Advanced project,project,,,Nickel,,,,,,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
QC-MAIN-ae473a4e,Lac Knife,,,CMP-7f274331,Focus Graphite Inc,,Quebec,POINT (-67.18179 52.54974),project_facility,Active,Advanced project,project,,,Graphite,,,,,,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
SK-MAIN-7a11ae49,McIlvenna Bay,,,CMP-2564a9f4,Foran Mining Corporation,,Saskatchewan,POINT (-102.89498 54.65977),project_facility,Active,Advanced project,project,,,"Copper, zinc, gold, silver, lead",,,,,,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
AB-MAIN-ca9625ce,Fortune Minerals Refinery,,,CMP-7d4b0f2b,Fortune Minerals Limited,,Alberta,POINT (-112.513502 53.797615),project_facility,Active,Advanced processing project,project,,,"Cobalt, gold, bismuth, copper",,,,,,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
NT-MAIN-b7cdf82c,NICO,,,CMP-7d4b0f2b,Fortune Minerals Limited,,Northwest Territories,POINT (-116.74583 63.55),project_facility,Active,Advanced project,project,,,"Cobalt, gold, bismuth, copper",,,,,,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
ON-MAIN-d47616e5,Martison,,,CMP-a0c2f54b,Fox River Resources Corp,,Ontario,POINT (-83.414444 50.314444),project_facility,Active,Advanced project,project,,,"Phosphate, niobium",,,,,,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
BC-MAIN-e1641dfb,Decar,,,CMP-24e65547,FPX Nickel Corp,,British Columbia,POINT (-125.359691 54.894513),project_facility,Active,Advanced project,project,,,"Nickel, cobalt",,,,,,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
ON-MAIN-c06904f0,Pakeagama,,,CMP-d089c70a,Frontier Lithium Inc,,Ontario,POINT (-93.37727 52.60026),project_facility,Active,Advanced project,project,,,"Lithium (spodumene), tantalum, tin, niobium, rubidium, cesium",,,,,,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
ON-MAIN-64bbe7e6,Marathon,,,CMP-628591a8,Generation Mining Limited,,Ontario,POINT (-86.3263 48.78758),project_facility,Active,Advanced project,project,,,"Palladium, platinum, gold, copper, silver",,,,,,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
QC-MAIN-22426144,REE Recycling Facility (Saint-Bruno),,,CMP-567240f9,Geomega Resources Inc,,Quebec,POINT (-73.340812 45.525976),project_facility,Active,Advanced unconventional project,project,,,Rare earth elements,,,,,,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
MB-MAIN-0d5c2cae,Selkirk Division,,,CMP-a70130b4,Gerdau,,Manitoba,POINT (-96.911166 50.133771),active_facility,,,manufacturing,,,,,,,https://www2.gerdau.com/,-,-,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720
ON-MAIN-92cdea80,Whitby Division,,,CMP-a70130b4,Gerdau,,Ontario,POINT (-78.910676 43.851906),active_facility,,,manufacturing,,,,,,,https://www2.gerdau.com/,https://www2.gerdau.com/sites/gln_gerdau/files/downloadable_files/epd_gerdau_whitby_rebar.pdf,-,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720
ON-MAIN-bddeaef0,Cambridge Mill,,,CMP-a70130b4,Gerdau,,Ontario,POINT (-80.28 43.37),active_facility,,,manufacturing,Electric arc furnace,Iron ore,Steel,,,,https://www2.gerdau.com/,-,-,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720
MB-MAIN-b4ca1426,Manitoba Mill,,,CMP-a70130b4,Gerdau,,Manitoba,POINT (-96.893633 50.130273),active_facility,,,manufacturing,Electric arc furnace,Iron ore,Steel,,,,https://www2.gerdau.com/,-,-,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720
ON-MAIN-21b6ab35,Whitby Mill,,,CMP-a70130b4,Gerdau,,Ontario,POINT (-78.91 43.86),active_facility,,,manufacturing,Electric arc furnace,Iron ore,Steel,Gerdau SA (98.2%),Gerdau,,https://www2.gerdau.com/,https://www.gem.wiki/Gerdau_Whitby_Steel_Mill,https://www.gem.wiki/Gerdau_Whitby_Steel_Mill,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720
QC-MAIN-de3d8b7b,Canadian Electrolytic Zinc Limited (CEZinc),,,CMP-d5f1c66b,Glencore,,Quebec,POINT (-74.097205 45.228312),active_facility,,,manufacturing,Refinery,Base metals,"Zinc, cadmium, liquid sulfur dioxide, sulfuric acid",Glencore (100%),Glencore Canada Corporation,,https://www.glencore.ca/en,https://www.cezinc.com/en,-,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720
QC-MAIN-529c96b4,CCR,GRP-b48ec279,CCR,CMP-d5f1c66b,Glencore,,Quebec,POINT (-73.511778 45.627518),active_facility,,,manufacturing,Refinery,Base metals,"Copper (cathodes), gold, silver, tellurium, selenium, nickel sulfate, copper sulfate, platinum group metals",Glencore (100%),Glencore Canada Corporation,,https://www.glencore.ca/en,https://www.glencore.ca/en/ccr/,-,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720
ON-MAIN-206041d1,Fraser,GRP-de097f20,Integrated Nickel Operations,CMP-d5f1c66b,Glencore,Sudbury,Ontario,POINT (-81.3404 46.6633),active_facility,,,mining,Underground,Base metals,"Nickel, copper, platinum group metals, gold, cobalt, silver",Glencore (100%),Glencore Canada Corporation,1962–1991; 2007–2009; 2010–open,https://www.glencore.ca/en,https://www.glencore.ca/en/sudburyino/,https://miningdataonline.com/property/1375/Sudbury-INO-Operation.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
QC-MAIN-abb3e1c7,General Smelting Company of Canada,,,CMP-d5f1c66b,Glencore,,Quebec,POINT (-73.676345 45.448518),active_facility,,,manufacturing,Secondary smelter,Base metals,Recycled lead,Glencore (100%),Glencore Canada Corporation,,https://www.glencore.ca/en,https://www.glencore.ca/en/generalsmelting/,-,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720
QC-MAIN-30c1828c,Horne,GRP-b48ec279,CCR,CMP-d5f1c66b,Glencore,,Quebec,POINT (-79.0151 48.2534),active_facility,,,manufacturing,Smelter,Base metals,"Copper anodes, precious metals, sulfuric acid",Glencore (100%),Glencore Canada Corporation,,https://www.glencore.ca/en,https://www.glencore.ca/en/horne/,-,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720
ON-MAIN-f8313ebd,Kidd Creek,,,CMP-d5f1c66b,Glencore,Timmins,Ontario,POINT (-81.37 48.6894),active_facility,,,mining,"Underground, concentrator",Base metals,"Copper, zinc, silver, selenium, indium",Glencore (100%),Glencore Canada Corporation,1963–open,https://www.glencore.ca/en,https://www.glencore.ca/en/kidd/,https://miningdataonline.com/property/367/Kidd-Creek-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
ON-MAIN-fcb287a4,Nickel Rim South,GRP-de097f20,Integrated Nickel Operations,CMP-d5f1c66b,Glencore,Sudbury,Ontario,POINT (-80.796793 46.657982),active_facility,,,mining,Underground,Base metals,"Nickel, copper, cobalt, platinum group metals, gold",Glencore (100%),Glencore Canada Corporation,,https://www.glencore.ca/en,https://www.glencore.ca/en/sudburyino/,https://miningdataonline.com/property/1375/Sudbury-INO-Operation.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720
ON-MAIN-319e04a8,Onaping Depth,,,CMP-d5f1c66b,Glencore,,Ontario,POINT (-81.383878 46.632019),project_facility,Active,Advanced project,project,,,"Nickel, copper, cobalt, platinum, palladium, rhodium, gold, silver",Glencore (100%),Glencore Canada Corporation,,,,-,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
QC-MAIN-a97821c0,Raglan,,,CMP-d5f1c66b,Glencore,Katinniq,Quebec,POINT (-73.674669 61.687171),active_facility,,,mining,"Underground, concentrator",Base metals,"Nickel, platinum group metals, copper, cobalt, gold, silver",Glencore (100%),Glencore Canada Corporation,1998–open,https://www.glencore.ca/en,https://www.glencore.ca/en/raglan/,https://miningdataonline.com/property/68/Raglan-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
ON-MAIN-ed85ac94,Strathcona,GRP-de097f20,Integrated Nickel Operations,CMP-d5f1c66b,Glencore,Sudbury,Ontario,POINT (-81.3427 46.6734),active_facility,,,mining,Concentrator,Base metals,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",Glencore (100%),Glencore Canada Corporation,1962–1991; 2007–2009; 2010–open,https://www.glencore.ca/en,https://www.glencore.ca/en/sudburyino/,https://miningdataonline.com/property/1375/Sudbury-INO-Operation.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
ON-MAIN-40ce0593,Sudbury,GRP-de097f20,Integrated Nickel Operations,CMP-d5f1c66b,Glencore,,Ontario,POINT (-80.7993 46.5763),active_facility,,,manufacturing,"Smelter, plant",Base metals,"Nickel-copper matte containing cobalt, gold, silver, platinum group metals",Glencore (100%),Glencore Canada Corporation,,https://www.glencore.ca/en,https://www.glencore.ca/en/sudburyino/,https://miningdataonline.com/property/1375/Sudbury-INO-Operation.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720
BC-MAIN-4724f4ba,Elk,,,CMP-d726df1c,Gold Mountain Mining Corp,Peachland,British Columbia,POINT (-120.31487 49.8538),active_facility,,,mining,Open-pit,Precious metals,Gold,Gold Mountain Mining Corp (100%),Elk Gold Mining Corp,,https://gold-mountain.ca/,https://gold-mountain.ca/operations/,https://miningdataonline.com/property/3134/Elk-Gold-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720
YT-MAIN-956d050a,Carmacks,,,CMP-fd6034ba,Granite Creek Copper,,Yukon,POINT (-136.7 62.33),project_facility,Active,Advanced project,project,,,"Copper, gold, silver, molybdenum",,,,,,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
ON-MAIN-97ee890f,Seymour Lake,,,CMP-cbd5b493,Green Technology Metals Limited,,Ontario,POINT (-88.4491 50.40987),project_facility,Active,Advanced Project,project,,,Lithium (spodumene),,,,,,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
MB-MAIN-27a90834,Makwa Mayville,,,CMP-0b224204,Grid Metals Corp,,Manitoba,POINT (-95.60953 50.6298),project_facility,Active,Advanced project,project,,,"Nickel, copper, gold, platinum, palladium, cobalt",,,,,,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
SK-MAIN-fbe28fef,Kindersley Lithium,,,CMP-5663037d,Grounded Lithium Corp,,Saskatchewan,POINT (-109.19120556 51.73894139),project_facility,Active,Advanced unconventional project,project,,,Lithium (brine),,,,,,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
BC-MAIN-b031959a,Turnagain,,,CMP-11a5a1f5,Hard Creek Nickel Corp,,British Columbia,POINT (-128.86282 58.47856),project_facility,Active,Advanced project,project,,,"Nickel, cobalt, platinum, palladium",,,,,,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
QC-MAIN-b86f7d07,Casa Berardi,,,CMP-7e360a1f,Hecla Mining Company,"north of La Sarre, Casa Berardi Twp.",Quebec,POINT (-79.231307 49.5719),active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,"Gold, silver",Hecla Mining Company (100%),Hecla Mining Company,1988–1991; 1993–open,https://www.hecla.com/,https://www.hecla.com/operations/casa-berardi-quebec-canada,https://miningdataonline.com/property/24/Casa-Berardi-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
YT-MAIN-44857446,Keno Hill Silver District,,,CMP-7e360a1f,Hecla Mining Company,Mayo,Yukon,POINT (-135.4833 63.9167),active_facility,,,mining,"Underground, concentrator",Precious metals and Base metals,"Silver, zinc, lead",Hecla Mining Company (100%),Hecla Mining Company,,https://www.hecla.com/,https://www.hecla.com/operations/hecla-keno-hill-yukon-territory-canada,https://miningdataonline.com/property/4563/Keno-Hill-Operation.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720
YT-MAIN-c3105f43,Rackla Gold,,,CMP-7e360a1f,Hecla Mining Company,,Yukon,POINT (-134.41278 64.19667),project_facility,Active,Advanced project,project,,,"Gold, tungsten",,,,https://www.hecla.com/,https://www.hecla.com/exploration#racklaexplorationproject,https://miningdataonline.com/property/1801/Tiger-Rackla-Project.aspx,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
ON-MAIN-fc6f1a44,Ivaco Rolling Mills,,,CMP-a27e87a3,"Heico Companies, LLC",,Ontario,POINT (-74.704435 45.6119),active_facility,,,manufacturing,Electric arc furnace,Iron ore,Steel,Heico Companies LLC (100%),,,https://heicocompanies.com/,https://www.ivacorm.com/,https://www.gem.wiki/Ivaco_Rolling_Mills_steel_plant,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720
MB-MAIN-e2e67f8f,1901,,,CMP-12afc634,Hudbay Minerals Inc,,Manitoba,POINT (-100.134 54.8557),project_facility,Active,Advanced project,project,,,"Gold, zinc, copper, silver",,,,https://hudbayminerals.com/canada/default.aspx,-,https://miningdataonline.com/property/563/Manitoba-Snow-Lake-Operation.aspx,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
BC-MAIN-599152a0,Copper Mountain,,,CMP-12afc634,Hudbay Minerals Inc,Princeton,British Columbia,POINT (-120.533 49.331),active_facility,,,mining,"Open-pit, concentrator",Base metals,"Copper, gold, silver",Hudbay Minerals Inc (100%),Copper Mountain Mine Ltd,1884–1958; 2011–open,https://hudbayminerals.com/canada/default.aspx,-,https://miningdataonline.com/property/1/copper-mountain-mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
MB-MAIN-be5b3dc8,Lalor Lake,GRP-a13779f8,Snow Lake,CMP-12afc634,Hudbay Minerals Inc,Snow Lake,Manitoba,POINT (-100.13333 54.86667),active_facility,,,mining,Underground,Base metals and precious metals,"Gold, zinc, copper, silver",Hudbay Minerals Inc (100%),,2013–open,https://hudbayminerals.com/canada/default.aspx,-,https://miningdataonline.com/property/563/Manitoba-Snow-Lake-Operation.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
MB-MAIN-da0b5c3d,New Britannia,GRP-a13779f8,Snow Lake,CMP-12afc634,Hudbay Minerals Inc,Snow Lake,Manitoba,POINT (-100.024002 54.886349),active_facility,,,mining,Concentrator,Base metals and precious metals,"Gold, copper",Hudbay Minerals Inc (100%),,1949–2000; 2021–open,https://hudbayminerals.com/canada/default.aspx,-,https://miningdataonline.com/property/563/Manitoba-Snow-Lake-Operation.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
MB-MAIN-c0684566,Rail,,,CMP-12afc634,Hudbay Minerals Inc,,Manitoba,POINT (-100.5916 54.7463),project_facility,Active,Advanced project,project,,,"Copper, gold, zinc, silver",,,,https://hudbayminerals.com/canada/default.aspx,-,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
MB-MAIN-0898e255,Stall Lake,GRP-a13779f8,Snow Lake,CMP-12afc634,Hudbay Minerals Inc,Snow Lake,Manitoba,POINT (-99.9451 54.85692),active_facility,,,mining,Concentrator,Base metals and precious metals,"Gold, zinc",Hudbay Minerals Inc (100%),,,https://hudbayminerals.com/canada/default.aspx,-,https://miningdataonline.com/property/563/Manitoba-Snow-Lake-Operation.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720
MB-MAIN-854abe09,Talbot,,,CMP-12afc634,Hudbay Minerals Inc,,Manitoba,POINT (-99.6343 54.1133),project_facility,Active,Advanced project,project,,,"Gold, zinc, copper, silver",,,,https://hudbayminerals.com/canada/default.aspx,-,,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751
